s,left,right
0.0,0.4886220970350014,0.5587498624346129
0.01,0.48858911173025266,0.5615782837785843
0.02,0.4885806976349127,0.5645617219713873
0.03,0.48859694968406786,0.5676761513016546
0.04,0.4886379628128049,0.5708975460580186
0.05,0.48870383195621026,0.5742018805291119
0.06,0.48879465204937045,0.5775651290035674
0.07,0.488910518027372,0.5809632657700173
0.08,0.48905152343892677,0.5843715726824157
0.09,0.48921755393818367,0.5876614971760579
0.1,0.48940806779196167,0.5904910250433995
0.11,0.48962247069678083,0.5924918854670846
0.12,0.4898601870658794,0.593301528762719
0.13,0.49012168217324914,0.5928755648017567
0.14,0.49040898908835523,0.5916488309698491
0.15,0.49072427055929185,0.5900958034754571
0.16,0.49106952296464434,0.5886812854359597
0.17,0.49144205917296396,0.5875977703401439
0.18,0.4918339762798592,0.5867344951058618
0.19,0.4922370981720575,0.5859648116825531
0.2,0.4926444618504819,0.5851671341819099
0.21,0.4930693116029457,0.5843041990039072
0.22,0.49354157056403053,0.5834083411311012
0.23,0.4940916611378593,0.5825139789306436
0.24,0.4947421821883839,0.5816531866596228
0.25,0.4954315217171348,0.5808328070909398
0.26,0.4960467752939033,0.5800443146216938
0.27,0.4964743102629348,0.5792789654560953
0.28,0.4966210486535969,0.5785290127038908
0.29,0.49654445292326116,0.5777940107098157
0.3,0.4963689252181525,0.5770767604042881
0.31,0.49621917218265316,0.5763800774859361
0.32,0.496198717124266,0.5757063785279802
0.33,0.49630245531916256,0.5750560333908162
0.34,0.49649055672686626,0.5744287576584983
0.35,0.49672317636731084,0.5738242666296477
0.36,0.4969753044895199,0.5732424251305925
0.37,0.49727581311202046,0.572683641074485
0.38,0.4976658033743526,0.5721484456346176
0.39,0.498186292401151,0.571637369883507
0.4,0.498838648359211,0.571150897334492
0.41,0.49952139966220316,0.5706893881439736
0.42,0.500116618481325,0.5702531827289853
0.43,0.5005071927686019,0.569842621263182
0.44,0.5006642600718899,0.5694580175920317
0.45,0.5007249955536908,0.5690996360257113
0.46,0.5008449241734307,0.5687677353999597
0.47,0.501177520988781,0.5684625788803548
0.48,0.5017841535763014,0.5681846241835107
0.49,0.5025988139670566,0.5679345980709022
0.5,0.5035461574746622,0.5677132470251822
0.51,0.5045523951200594,0.5675212800782481
0.52,0.5055810841983083,0.5673585072200226
0.53,0.5066340189895224,0.5672238179562473
0.54,0.5077147276543531,0.5671160600527205
0.55,0.5088291741543018,0.5670343433449998
0.56,0.5100189653682186,0.5669816125185995
0.57,0.511352740745683,0.5669637207149173
0.58,0.5128998120885905,0.5669865934142743
0.59,0.5147081987666039,0.5670545089037132
0.6,0.5166210544310142,0.5671558969551536
0.61,0.5183671492023058,0.5672703385729795
0.62,0.5196740073207385,0.5673773183796539
0.63,0.5203344012460088,0.5674660924705516
0.64,0.5205725609321302,0.5675905313512918
0.65,0.5207878764959025,0.5678307372438643
0.66,0.5213802411385178,0.568266887711403
0.67,0.5226554824812103,0.5689503164856501
0.68,0.5244818143938655,0.5697981694555245
0.69,0.5266002880903037,0.5706885999452629
0.7,0.5287519604537306,0.5714997666391304
0.71,0.5307663638077844,0.5721532855365334
0.72,0.5327649838701369,0.572714174134391
0.73,0.5349294416839238,0.5732769871636506
0.74,0.5374407343705456,0.5739361075269254
0.75,0.5403043307348281,0.574737577547193
0.76,0.5431103355753756,0.5756130481078514
0.77,0.5453887791969878,0.5764776255488966
0.78,0.5466747991667978,0.5772478699663561
0.79,0.5469192787708264,0.5779586813430432
0.8,0.5467897332157989,0.5788489452628504
0.81,0.5470246132888875,0.5801777387588608
0.82,0.5483449119678832,0.5821960291543844
0.83,0.5508257633639809,0.584854761711061
0.84,0.5537218124752622,0.5877237383045293
0.85,0.5562346921780437,0.5903481349875305
0.86,0.5576036631609261,0.5922985403894525
0.87,0.5578460628422296,0.5936710303612577
0.88,0.5577116589736161,0.5950563399130421
0.89,0.5579787073782969,0.597064443953738
0.9,0.5593616202677301,0.6002470495144504
0.91,0.5617493224002537,0.6044024695004593
0.92,0.5644557398208639,0.6088042351848694
0.93,0.5667831153099292,0.6127152149253076
0.94,0.5681100270934065,0.6155103174077547
0.95,0.5684738306020845,0.6175313627414802
0.96,0.5682487122557867,0.619614550210729
0.97,0.5678115722691743,0.6226000622357873
0.98,0.5675104598720537,0.6271380501204405
0.99,0.5675208611551591,0.6327420535016454
1.0,0.5679543844395214,0.6385048719980327
1.01,0.5689225345462844,0.6435186235115044
1.02,0.5704604184751405,0.6471492956862783
1.03,0.5722805252895545,0.6499193920119516
1.04,0.5740101983891818,0.6526566448519788
1.05,0.5752768746234408,0.6561886071619204
1.06,0.5758449425060878,0.6610787518040792
1.07,0.5758897722401239,0.6670980670561524
1.08,0.5756635056960854,0.6738695045201226
1.09,0.5754180068187014,0.6810159510794395
1.1,0.5753538986353997,0.68814836152298
1.11,0.5755610380560581,0.6948518973505926
1.12,0.5761148311352463,0.7007083549980074
1.13,0.5770885270465952,0.7053062019571507
1.14,0.5784188557273277,0.7086561485437228
1.15,0.5798267517140493,0.7114363425841456
1.16,0.5810140879256827,0.7143838879280943
1.17,0.5816926397993385,0.7182176887550097
1.18,0.5818805605034792,0.723093562807971
1.19,0.5819537056881063,0.72850991250578
1.2,0.5823081757248301,0.7339279328367379
1.21,0.5833159253958606,0.7388242418980974
1.22,0.5849151211780339,0.7429525421102353
1.23,0.5866685400657063,0.7463063176934814
1.24,0.5881265698296476,0.7488869665430824
1.25,0.5888876928882387,0.7507072424818719
1.26,0.5891026471385563,0.7519102958224592
1.27,0.5892752408611924,0.7527226425305433
1.28,0.5899150237007371,0.7533721542011311
1.29,0.5914446239942924,0.7540558731149137
1.3,0.5936118687098739,0.7547315024985738
1.31,0.595848977017072,0.7552448055689264
1.32,0.5975863745698236,0.755440909417315
1.33,0.5983952717693206,0.755189291295805
1.34,0.598609639045686,0.754491355598137
1.35,0.5988205662704015,0.7533929781529473
1.36,0.5996193394630478,0.7519400688375095
1.37,0.6013917661795622,0.750188341664517
1.38,0.6037358604780624,0.7482310991802664
1.39,0.6060608668589915,0.7461706508229393
1.4,0.6077763647840241,0.7441091183971356
1.41,0.6085159468638155,0.742023139366615
1.42,0.6085252845887364,0.7395464859878372
1.43,0.6081536343720041,0.7362549058619078
1.44,0.6077492800771371,0.7317268436775257
1.45,0.6075348914371221,0.725889098879506
1.46,0.6074847877339895,0.7193571996441193
1.47,0.6075441321152321,0.7128275303227583
1.48,0.6076583662488788,0.7069847776666678
1.49,0.6077870007052995,0.7019227477820097
1.5,0.6079099556899574,0.6968780613274016
1.51,0.6080087533581555,0.6910200585772543
1.52,0.6080648639878614,0.6835502263020447
1.53,0.6080583978979925,0.674512768390985
1.54,0.6079680057844407,0.6648563639891939
1.55,0.607772266501708,0.6555742097355733
1.56,0.6074515001918911,0.6476086051384218
1.57,0.6070134073475532,0.6411015331594588
1.58,0.6064874651097735,0.6355584541506195
1.59,0.6059037527127231,0.6304672295268118
1.6,0.6052889136335062,0.6253502804124685
1.61,0.604634402623245,0.6200839854805654
1.62,0.6039110420053492,0.6147522615666452
1.63,0.603089392314281,0.6094416587977802
1.64,0.6021575076427749,0.6042549191021459
1.65,0.6012259136642234,0.5994081424477137
1.66,0.600457469791337,0.5951658682042524
1.67,0.6000152321710742,0.5917928178360923
1.68,0.5999662803041979,0.5894479832134294
1.69,0.5999061594225812,0.5877709056021143
1.7,0.5992858429435792,0.5862418633652187
1.71,0.5975562837723556,0.5843411092841607
1.72,0.5943684065645028,0.5817348432506897
1.73,0.5900694231676428,0.578736719564687
1.74,0.5851579969673215,0.5758012222970981
1.75,0.580132652078816,0.5733823363618435
1.76,0.5754402722433901,0.5717489629826097
1.77,0.5713991063584493,0.5707089646696907
1.78,0.5683077085478158,0.569999616114397
1.79,0.5664609754262783,0.5693593733862514
1.8,0.5658061589533309,0.568638982044045
1.81,0.5656611713624287,0.5678924648589091
1.82,0.5652776292785584,0.5671952581341615
1.83,0.5639193481929846,0.5666217317929901
1.84,0.5613523849345708,0.5662023516636611
1.85,0.5580119090320368,0.5659090921973113
1.86,0.5543795265080727,0.5657098685371588
1.87,0.5509289383229385,0.5655734870981473
1.88,0.5479563115020495,0.5654887707059685
1.89,0.5455826262060038,0.5654642939720599
1.9,0.5439214269730398,0.5655094698516466
1.91,0.5430625842863281,0.5656313105011311
1.92,0.5427680803655313,0.5658035767494692
1.93,0.5425603188027515,0.5659757336264658
1.94,0.5419562380292191,0.5660966919369838
1.95,0.5405401115762164,0.5661185207940019
1.96,0.5385136377819392,0.5660222492107124
1.97,0.5364102245391362,0.5658044648165018
1.98,0.5347664609178692,0.5654619044517643
1.99,0.5340149581331527,0.5649993501587113
2.0,0.5339305285992375,0.564472480625817
2.01,0.5340315004546485,0.563956819803417
2.02,0.5338356191771692,0.5635279367247465
2.03,0.5329794631366741,0.5631942428406839
2.04,0.5316294186267839,0.5626647323393708
2.05,0.5300994685148301,0.5615649862320067
2.06,0.5287035729924916,0.5595206541701099
2.07,0.5276808907225693,0.5563439530264328
2.08,0.5270338561108359,0.5524375286060508
2.09,0.5267181862982141,0.5483205471972071
2.1,0.5266895079920657,0.5445112131432213
2.11,0.5268825171641073,0.5413050898285324
2.12,0.5271843157514585,0.5384914812456781
2.13,0.5274754249068941,0.5357896913565409
2.14,0.5276377713279499,0.5329208358940446
2.15,0.5276553669863895,0.5297376202415252
2.16,0.5276816077789247,0.5263110885352629
2.17,0.5278858463915143,0.5227328534835938
2.18,0.5284343685340204,0.5190927108332263
2.19,0.5293887428116917,0.5154184190163421
2.2,0.5306823526326314,0.5116617960022688
2.21,0.5322407605646343,0.5077700264778175
2.22,0.5339958018580657,0.5036961288484915
2.23,0.5360011359359135,0.49950642040670545
2.24,0.538420944169498,0.4953700060399435
2.25,0.541423413448252,0.49145971584665493
2.26,0.5451413376374468,0.48791696101194515
2.27,0.5492733674338107,0.4844977573806191
2.28,0.5532268917922559,0.48069956342231834
2.29,0.5564039178921613,0.476015060124591
2.3,0.5582888260424363,0.4700440468004587
2.31,0.5590443862048844,0.4632685032027212
2.32,0.5591669691960435,0.45660422488235
2.33,0.559155267208337,0.4509700261161914
2.34,0.5594359614313682,0.4470981372156414
2.35,0.5600233849798252,0.44465237483375436
2.36,0.5607853538087922,0.44291692262897353
2.37,0.5615895083153066,0.44117550938041405
2.38,0.5623103026090714,0.43889696670871303
2.39,0.5628497691718294,0.43629932645465147
2.4,0.5631169169164325,0.43379014374613206
2.41,0.5630208433214829,0.4317768546727097
2.42,0.5625596253965043,0.4305472888098429
2.43,0.5619875551107545,0.4300448709257705
2.44,0.5616047620524307,0.43015141074357305
2.45,0.5617110897758714,0.4307486582639785
2.46,0.562561587851725,0.43170901074149093
2.47,0.564318209595022,0.432885427426189
2.48,0.5671313086340504,0.43412844561507996
2.49,0.5711428772509148,0.435290176502714
2.5,0.576016946161753,0.4363127003529443
2.51,0.5806900315808489,0.4372750410822044
2.52,0.5840375998219002,0.43826771433163497
2.53,0.5849779496208567,0.43937706221818923
2.54,0.5836598040315315,0.4405695362390178
2.55,0.5816162990911518,0.4416766928569037
2.56,0.5804543352942586,0.4425229010413579
2.57,0.5817075465353919,0.4429406297753453
2.58,0.585669120235552,0.44289948601636236
2.59,0.5915977876885115,0.4424834413648423
2.6,0.5987206380116639,0.4417799656326054
2.61,0.6062755709736047,0.44087474217465067
2.62,0.6136184859643868,0.4398339549444434
2.63,0.6201779188035499,0.4387117847475818
2.64,0.6253834682614313,0.4375622367373684
2.65,0.6286636514480932,0.4364388057803152
2.66,0.6294389628753655,0.43539120198167197
2.67,0.6271262901388898,0.434467433838772
2.68,0.6211425035799313,0.4337155017089805
2.69,0.6113065080194526,0.4331716583758967
2.7,0.5995236139597576,0.43281119119382194
2.71,0.5883738656188995,0.4325896715859659
2.72,0.5804376269776833,0.43246266156934066
2.73,0.5773093946205827,0.43241151788437654
2.74,0.5769606057568408,0.43251239279355747
2.75,0.5765306239419175,0.4328632093470439
2.76,0.5731611988310851,0.43356176399989454
2.77,0.5652038512672011,0.434641668504628
2.78,0.5541835973243362,0.43596816405781125
2.79,0.5421395191946566,0.4373792179539591
2.8,0.5310999425434771,0.43871349621655853
2.81,0.5218852359322549,0.4398881320767015
2.82,0.513018456881222,0.4409694888845214
2.83,0.5027653914456056,0.44204064198546245
2.84,0.4894263724757657,0.4431836447199657
2.85,0.47289323766558955,0.44443346861071964
2.86,0.45528172951686174,0.4457592949433985
2.87,0.4388730726091582,0.44712540951305974
2.88,0.4258773028338933,0.4484967289804697
2.89,0.4167629275735407,0.44985360322543516
2.9,0.4101969978509093,0.45119234642030576
2.91,0.4047633861297044,0.4525100098559543
2.92,0.39911234803338136,0.45380317982177265
2.93,0.3928806884181748,0.4550615320163352
2.94,0.386461227466494,0.4562694463938199
2.95,0.3802660354811062,0.4574111680649521
2.96,0.37467223312823855,0.4584720584063421
2.97,0.36971609955574924,0.45944836502395386
2.98,0.36524156750421344,0.4603424789276273
2.99,0.36109040188467245,0.46115686036609566
3.0,0.3571439763769643,0.4618906632213135
3.01,0.35354884065259873,0.46252090564327664
3.02,0.3505604097337601,0.4630155181786614
