# x_m, y_m, w_tr_right_m, w_tr_left_m
5.68740, -3.27026, 0.69331, 0.52280
5.64961, -3.17764, 0.69097, 0.53374
5.61035, -3.08555, 0.68632, 0.55327
5.56973, -2.99399, 0.67534, 0.57767
5.52783, -2.90298, 0.66346, 0.60169
5.48476, -2.81253, 0.65494, 0.61988
5.44062, -2.72265, 0.65347, 0.62857
5.39555, -2.63330, 0.65901, 0.62854
5.34972, -2.54437, 0.66860, 0.62273
5.30333, -2.45577, 0.67862, 0.61478
5.25654, -2.36739, 0.68541, 0.60638
5.20954, -2.27914, 0.68737, 0.60596
5.16251, -2.19092, 0.68651, 0.61301
5.11563, -2.10263, 0.67764, 0.62278
5.06908, -2.01416, 0.66258, 0.63741
5.02304, -1.92543, 0.64465, 0.64353
4.97769, -1.83632, 0.62700, 0.64689
4.93317, -1.74677, 0.61058, 0.64611
4.88935, -1.65684, 0.60723, 0.64044
4.84599, -1.56666, 0.60978, 0.63485
4.80287, -1.47636, 0.61564, 0.63380
4.75974, -1.38606, 0.62016, 0.63834
4.71638, -1.29590, 0.62889, 0.64978
4.67256, -1.20600, 0.63329, 0.65783
4.62803, -1.11648, 0.64056, 0.66432
4.58256, -1.02748, 0.64392, 0.66734
4.53593, -0.93912, 0.63675, 0.66704
4.48791, -0.85151, 0.62398, 0.66358
4.43850, -0.76467, 0.60461, 0.65523
4.38785, -0.67851, 0.59796, 0.64819
4.33612, -0.59295, 0.59760, 0.63497
4.28346, -0.50791, 0.60203, 0.62095
4.23002, -0.42330, 0.60956, 0.60731
4.17596, -0.33904, 0.61707, 0.59633
4.12143, -0.25504, 0.61897, 0.59068
4.06659, -0.17123, 0.61624, 0.59331
4.01152, -0.08756, 0.60723, 0.60913
3.95623, -0.00406, 0.59469, 0.63267
3.90074, 0.07928, 0.57609, 0.64935
3.84506, 0.16244, 0.56494, 0.65835
3.78918, 0.24542, 0.57083, 0.66244
3.73313, 0.32818, 0.59511, 0.66192
3.67692, 0.41074, 0.62724, 0.65953
3.62054, 0.49307, 0.64582, 0.65334
3.56402, 0.57517, 0.66095, 0.64668
3.50724, 0.65702, 0.67368, 0.63615
3.44988, 0.73862, 0.69263, 0.62483
3.39162, 0.81999, 0.71176, 0.61680
3.33212, 0.90112, 0.72349, 0.59258
3.27091, 0.98171, 0.72505, 0.54396
3.20683, 1.05990, 0.72648, 0.51969
3.13847, 1.13336, 0.72367, 0.49526
3.06446, 1.19972, 0.69914, 0.49285
2.98352, 1.25683, 0.67026, 0.49292
2.89626, 1.30519, 0.65507, 0.48988
2.80461, 1.34728, 0.65754, 0.48371
2.71051, 1.38546, 0.66864, 0.47523
2.61500, 1.41924, 0.67932, 0.47092
2.51845, 1.44592, 0.69683, 0.46447
2.42120, 1.46275, 0.71007, 0.45398
2.32355, 1.46778, 0.72433, 0.44131
2.22555, 1.46234, 0.73595, 0.42976
2.12721, 1.44867, 0.74196, 0.42260
2.02853, 1.42901, 0.74279, 0.42186
1.92951, 1.40559, 0.74020, 0.42660
1.83016, 1.38064, 0.73763, 0.43525
1.73048, 1.35640, 0.73344, 0.44259
1.63050, 1.33496, 0.73281, 0.44670
