# x_m, y_m, w_tr_right_m, w_tr_left_m
5.96099, 3.59843, 0.76091, 0.75554
5.88816, 3.52988, 0.75756, 0.76005
5.81521, 3.46146, 0.75329, 0.76274
5.74229, 3.39301, 0.74771, 0.76464
5.66956, 3.32437, 0.74298, 0.76574
5.59719, 3.25537, 0.73955, 0.76603
5.52534, 3.18584, 0.73840, 0.76553
5.45418, 3.11562, 0.74107, 0.76427
5.38373, 3.04467, 0.74767, 0.76241
5.31385, 2.97314, 0.75458, 0.76064
5.24439, 2.90119, 0.76449, 0.75857
5.17518, 2.82899, 0.77396, 0.75699
5.10607, 2.75668, 0.78202, 0.75613
5.03691, 2.68443, 0.78676, 0.75600
4.96762, 2.61230, 0.79069, 0.75679
4.89817, 2.54033, 0.79264, 0.75811
4.82852, 2.46855, 0.79363, 0.76002
4.75864, 2.39702, 0.79359, 0.76254
4.68849, 2.32574, 0.79266, 0.76562
4.61804, 2.25478, 0.79146, 0.76965
4.54725, 2.18416, 0.78972, 0.77442
4.47607, 2.11391, 0.78813, 0.77883
4.40449, 2.04408, 0.78674, 0.78398
4.33246, 1.97470, 0.78532, 0.78956
4.26006, 1.90568, 0.78479, 0.79672
4.18747, 1.83686, 0.78550, 0.80410
4.11488, 1.76803, 0.78717, 0.81015
4.04248, 1.69903, 0.79052, 0.81590
3.97045, 1.62965, 0.79536, 0.82100
3.89899, 1.55971, 0.80072, 0.82442
3.82827, 1.48903, 0.80798, 0.82702
3.75849, 1.41742, 0.81621, 0.82801
3.68976, 1.34477, 0.82522, 0.82719
3.62189, 1.27126, 0.83518, 0.82459
3.55465, 1.19715, 0.84665, 0.82049
3.48778, 1.12267, 0.85645, 0.81523
3.42105, 1.04810, 0.87023, 0.80930
3.35419, 0.97366, 0.88243, 0.80283
3.28697, 0.89963, 0.89752, 0.79679
3.21914, 0.82625, 0.90889, 0.78953
3.15046, 0.75377, 0.91821, 0.78527
3.08068, 0.68244, 0.92437, 0.78260
3.00966, 0.61237, 0.92643, 0.78279
2.93734, 0.54364, 0.92375, 0.78647
2.86363, 0.47629, 0.91671, 0.79298
2.78847, 0.41037, 0.90596, 0.80524
2.71177, 0.34595, 0.89214, 0.81657
2.63347, 0.28307, 0.87624, 0.83347
2.55349, 0.22179, 0.86289, 0.85151
2.47175, 0.16222, 0.84876, 0.86948
2.38810, 0.10512, 0.84111, 0.88810
2.30235, 0.05170, 0.83700, 0.90972
2.21429, 0.00315, 0.83181, 0.94451
2.12372, -0.03930, 0.82673, 0.99818
2.03044, -0.07445, 0.82079, 1.05770
1.93429, -0.10113, 0.81133, 1.12827
1.83566, -0.11870, 0.80347, 1.20029
1.73545, -0.12700, 0.78594, 1.25115
1.63456, -0.12588, 0.77598, 1.25611
1.53411, -0.11496, 0.76531, 1.20244
1.43622, -0.09254, 0.75268, 1.11051
1.34337, -0.05650, 0.74568, 1.02793
1.25656, -0.00720, 0.73670, 0.97189
1.17398, 0.05022, 0.70812, 0.94389
1.09357, 0.11034, 0.68682, 0.92463
1.01466, 0.17156, 0.68407, 0.90644
0.93754, 0.23512, 0.69465, 0.88988
0.86279, 0.30236, 0.70848, 0.87670
0.79376, 0.37534, 0.71962, 0.87652
0.73557, 0.45657, 0.72256, 0.92246
0.69225, 0.54714, 0.72365, 1.02200
0.66451, 0.64381, 0.72163, 1.13885
0.65189, 0.74289, 0.71793, 1.27725
0.65098, 0.84303, 0.70050, 1.25767
0.65732, 0.94369, 0.68604, 1.20862
0.66870, 1.04397, 0.67925, 1.12573
0.68797, 1.14209, 0.67858, 1.00462
0.71853, 1.23619, 0.67668, 0.91279
0.76082, 1.32580, 0.67333, 0.86549
0.81172, 1.41206, 0.66918, 0.83940
0.86788, 1.49623, 0.67178, 0.82236
0.92599, 1.57954, 0.68205, 0.80306
0.98326, 1.66303, 0.70056, 0.78649
1.03942, 1.74673, 0.72337, 0.77004
1.09493, 1.83040, 0.74625, 0.75555
1.15023, 1.91380, 0.77044, 0.74169
1.20579, 1.99667, 0.79723, 0.73318
1.26204, 2.07878, 0.81858, 0.72746
1.31945, 2.15989, 0.83908, 0.72491
1.37846, 2.23973, 0.85794, 0.72501
1.43949, 2.31810, 0.87159, 0.72787
1.50249, 2.39508, 0.88671, 0.73006
1.56705, 2.47098, 0.90035, 0.73069
1.63278, 2.54611, 0.91276, 0.73121
1.69929, 2.62077, 0.92621, 0.73416
1.76618, 2.69528, 0.93629, 0.74184
1.83305, 2.76993, 0.94792, 0.75523
1.89950, 2.84505, 0.95834, 0.77185
1.96514, 2.92094, 0.96940, 0.78838
2.02958, 2.99790, 0.98435, 0.80035
2.09240, 3.07625, 1.00333, 0.80904
2.15321, 3.15623, 1.02746, 0.81826
2.21155, 3.23796, 1.06044, 0.82333
2.26696, 3.32151, 1.10458, 0.82840
2.31900, 3.40697, 1.14999, 0.83334
2.36720, 3.49444, 1.19699, 0.83803
2.41113, 3.58397, 1.25209, 0.84081
2.45085, 3.67548, 1.30517, 0.84485
2.48691, 3.76865, 1.36196, 0.85127
2.51987, 3.86320, 1.42416, 0.85695
2.55029, 3.95882, 1.49454, 0.86079
2.57874, 4.05522, 1.55777, 0.86359
2.60576, 4.15210, 1.61268, 0.86003
2.63160, 4.24926, 1.66878, 0.85045
2.65588, 4.34672, 1.72895, 0.83911
2.67819, 4.44450, 1.78623, 0.82729
2.69813, 4.54261, 1.84456, 0.81564
2.71528, 4.64108, 1.91544, 0.80269
2.72922, 4.73994, 1.99148, 0.79410
2.73954, 4.83920, 2.07733, 0.78674
2.74604, 4.93887, 2.11752, 0.77928
2.74966, 5.03884, 2.01258, 0.76790
2.75178, 5.13897, 1.95802, 0.75783
2.75376, 5.23911, 1.90738, 0.74747
2.75697, 5.33912, 1.86742, 0.73750
2.76279, 5.43886, 1.83029, 0.72305
2.77251, 5.53819, 1.80597, 0.70327
2.78634, 5.63707, 1.77070, 0.68441
2.80340, 5.73559, 1.72112, 0.67010
2.82275, 5.83384, 1.68480, 0.65536
2.84346, 5.93189, 1.63803, 0.64844
2.86461, 6.02984, 1.57210, 0.64602
2.88528, 6.12776, 1.47865, 0.64631
2.90507, 6.22574, 1.27370, 0.64668
2.92395, 6.32383, 1.08636, 0.64483
2.94193, 6.42211, 0.93154, 0.63872
2.95901, 6.52065, 0.79608, 0.62812
2.97519, 6.61950, 0.74347, 0.61302
2.99053, 6.71872, 0.71502, 0.59522
3.00590, 6.81805, 0.69499, 0.57626
3.02267, 6.91704, 0.66927, 0.55515
3.04223, 7.01524, 0.64943, 0.54211
3.06597, 7.11219, 0.63832, 0.53253
3.09527, 7.20744, 0.63226, 0.53180
3.13118, 7.30059, 0.62802, 0.54083
3.17335, 7.39143, 0.62289, 0.55758
3.22109, 7.47982, 0.61656, 0.58021
3.27369, 7.56559, 0.60930, 0.59518
3.33047, 7.64860, 0.60106, 0.60007
3.39083, 7.72874, 0.59049, 0.59021
3.45444, 7.80609, 0.57902, 0.57914
3.52102, 7.88073, 0.56506, 0.57002
3.59029, 7.95273, 0.55452, 0.56607
3.66193, 8.02226, 0.54515, 0.56690
3.73551, 8.08979, 0.54234, 0.57160
3.81058, 8.15589, 0.54553, 0.57804
3.88666, 8.22114, 0.55641, 0.58718
3.96334, 8.28605, 0.57671, 0.60093
4.04088, 8.35003, 0.59425, 0.61557
4.12005, 8.41170, 0.60747, 0.63913
4.20163, 8.46967, 0.62257, 0.66692
4.28641, 8.52252, 0.63978, 0.70501
4.37516, 8.56887, 0.65756, 0.75060
4.46796, 8.60761, 0.68139, 0.81313
4.56398, 8.63808, 0.69580, 0.90647
4.66230, 8.65965, 0.70613, 1.00385
4.76201, 8.67167, 0.71302, 1.13358
4.86227, 8.67386, 0.71652, 1.15073
4.96244, 8.66677, 0.71802, 1.09853
5.06193, 8.65110, 0.71931, 1.04188
5.16014, 8.62755, 0.71988, 0.97489
5.25644, 8.59682, 0.71959, 0.90854
5.35027, 8.55941, 0.71774, 0.85327
5.44106, 8.51556, 0.71539, 0.80842
5.52826, 8.46546, 0.71249, 0.77077
5.61131, 8.40931, 0.70794, 0.74195
5.68967, 8.34731, 0.70379, 0.72340
5.76321, 8.27997, 0.69713, 0.71900
5.83307, 8.20858, 0.69072, 0.72353
5.90060, 8.13460, 0.68562, 0.73385
5.96714, 8.05949, 0.68328, 0.74284
6.03402, 7.98471, 0.68035, 0.75086
6.10243, 7.91153, 0.67421, 0.75482
6.17254, 7.84014, 0.66919, 0.75815
6.24410, 7.77027, 0.66659, 0.75947
6.31686, 7.70167, 0.66821, 0.75953
6.39059, 7.63409, 0.67561, 0.75893
6.46503, 7.56726, 0.68826, 0.75822
6.53994, 7.50092, 0.71166, 0.75801
