x_m,y_m
-0.17351672053337097,-0.3216733932495117
0.4414234459400177,-0.18779945373535156
1.0145535469055176,-0.044910430908203125
1.442234992980957,0.05928850173950195
1.817213773727417,0.1305994987487793
2.171065330505371,0.08711814880371094
2.389695405960083,-0.05815315246582031
2.4930198192596436,-0.3189425468444824
2.5539817810058594,-0.6839356422424316
2.542929172515869,-1.0574827194213867
2.4275307655334473,-1.3385734558105469
2.1766817569732666,-1.525834560394287
1.9053559303283691,-1.7023053169250488
1.4260787963867188,-1.845517635345459
0.9880459308624268,-1.9697554111480713
0.6957614421844482,-2.2184181213378906
0.5071358680725098,-2.5814831256866455
0.40177538990974426,-2.987299919128418
0.5150729417800903,-3.393441915512085
0.7851693630218506,-3.63358998298645
1.1806139945983887,-3.739391565322876
1.7534306049346924,-3.8236870765686035
2.0863118171691895,-3.9499011039733887
2.2525172233581543,-4.138026714324951
2.418003559112549,-4.439722537994385
2.47914719581604,-4.794195175170898
2.416329860687256,-5.074816703796387
2.32202410697937,-5.251834869384766
2.1754400730133057,-5.417245864868164
1.9357141256332397,-5.532181739807129
1.6855210065841675,-5.614686489105225
1.3935726881027222,-5.685959339141846
1.2163355350494385,-5.7167744636535645
0.8827601671218872,-5.829714775085449
0.7051041126251221,-6.027495861053467
0.5271475315093994,-6.317823886871338
0.47386661171913147,-6.723472595214844
0.5769991874694824,-7.067828178405762
0.8365333080291748,-7.3176398277282715
1.1692264080047607,-7.537988185882568
1.5853638648986816,-7.705476760864258
1.9180524349212646,-7.893996238708496
2.271683931350708,-8.165903091430664
2.437234401702881,-8.520288467407227
2.477334976196289,-9.040514945983887
2.4031364917755127,-9.404221534729004
2.225165843963623,-9.663405418395996
1.8914637565612793,-9.787710189819336
1.5062060356140137,-9.765472412109375
0.9651198387145996,-9.618385314941406
0.4137277901172638,-9.430034637451172
-0.27290841937065125,-9.166513442993164
-0.8551397323608398,-8.842874526977539
-1.437267780303955,-8.404098510742188
-1.7372548580169678,-7.788981914520264
-1.869779109954834,-6.820368766784668
-1.75359046459198,-6.166187286376953
-1.563571810722351,-5.520546913146973
-1.447806715965271,-4.990762233734131
-1.4453915357589722,-4.189456462860107
-1.5781571865081787,-3.3152337074279785
-1.6484155654907227,-2.4510159492492676
-1.5625247955322266,-1.5764429569244385
-1.3631229400634766,-1.0879850387573242
-1.0809249877929688,-0.6827840805053711
-0.7051377296447754,-0.46520137786865234
-0.17351672053337097,-0.3216733932495117
