# x_m, y_m, w_tr_right_m, w_tr_left_m
-0.59198, -4.54040, 0.37728, 0.57162
-0.59323, -4.44041, 0.37333, 0.56962
-0.59420, -4.34043, 0.37210, 0.56821
-0.59485, -4.24046, 0.37220, 0.56733
-0.59513, -4.14051, 0.37579, 0.56647
-0.59499, -4.04056, 0.38160, 0.56615
-0.59446, -3.94062, 0.38565, 0.56610
-0.59369, -3.84067, 0.39204, 0.56608
-0.59282, -3.74069, 0.39822, 0.56586
-0.59199, -3.64068, 0.40334, 0.56534
-0.59136, -3.54062, 0.40592, 0.56422
-0.59107, -3.44049, 0.41005, 0.56302
-0.59121, -3.34032, 0.41643, 0.56186
-0.59177, -3.24016, 0.42660, 0.56092
-0.59275, -3.14008, 0.43650, 0.56042
-0.59414, -3.04016, 0.45610, 0.56056
-0.59594, -2.94045, 0.47916, 0.56137
-0.59807, -2.84101, 0.50124, 0.56248
-0.59986, -2.74169, 0.51993, 0.56411
-0.60032, -2.64225, 0.53242, 0.56758
-0.59845, -2.54244, 0.55445, 0.57102
-0.59324, -2.44202, 0.58870, 0.57813
-0.58371, -2.34074, 0.62475, 0.58863
-0.56885, -2.23867, 0.65813, 0.60362
-0.54765, -2.13720, 0.69111, 0.63070
-0.51912, -2.03804, 0.71477, 0.66571
-0.48224, -1.94289, 0.73901, 0.71535
-0.43601, -1.85347, 0.74598, 0.76785
-0.37943, -1.77149, 0.75331, 0.80146
-0.31151, -1.69868, 0.75918, 0.74697
-0.23244, -1.63671, 0.76273, 0.68976
-0.14441, -1.58723, 0.76421, 0.61677
-0.04974, -1.55186, 0.76343, 0.57135
0.04939, -1.53102, 0.76135, 0.55359
0.15102, -1.52393, 0.73765, 0.54934
0.25319, -1.52975, 0.73129, 0.54765
0.35392, -1.54764, 0.70734, 0.55357
0.45127, -1.57675, 0.69931, 0.58097
0.54382, -1.61618, 0.66809, 0.63354
0.63145, -1.66496, 0.63919, 0.70280
0.71421, -1.72210, 0.61204, 0.83105
0.79214, -1.78659, 0.58642, 0.91333
0.86519, -1.85746, 0.56135, 0.91997
0.93211, -1.93410, 0.53660, 0.87008
0.99094, -2.01609, 0.51748, 0.79215
1.03971, -2.10302, 0.50021, 0.69815
1.07654, -2.19446, 0.47735, 0.63312
1.10162, -2.28979, 0.45619, 0.59631
1.11711, -2.38815, 0.43770, 0.57434
1.12528, -2.48871, 0.41514, 0.56574
1.12838, -2.59061, 0.40178, 0.56290
1.12866, -2.69300, 0.39480, 0.56446
1.12836, -2.79506, 0.39002, 0.56689
1.12874, -2.89631, 0.39315, 0.56858
1.12965, -2.99687, 0.40075, 0.56975
1.13082, -3.09688, 0.40762, 0.57025
1.13197, -3.19649, 0.41747, 0.56992
1.13283, -3.29585, 0.42770, 0.56862
1.13314, -3.39511, 0.43642, 0.56557
1.13262, -3.49442, 0.44360, 0.56011
1.13107, -3.59389, 0.45215, 0.55366
1.12855, -3.69354, 0.46103, 0.54528
1.12520, -3.79333, 0.46813, 0.53329
1.12115, -3.89325, 0.48034, 0.52330
1.11654, -3.99328, 0.49672, 0.51361
1.11150, -4.09338, 0.50950, 0.50469
1.10616, -4.19353, 0.53345, 0.49688
1.10068, -4.29371, 0.56448, 0.48954
