x_m,y_m
3.046600341796875,11.423955917358398
2.642972469329834,10.677759170532227
2.1803741455078125,9.627156257629395
1.9575862884521484,9.001408576965332
1.9661340713500977,8.480348587036133
2.1000728607177734,8.107527732849121
2.3284692764282227,7.849954605102539
2.737865924835205,7.556071758270264
3.278059482574463,7.373111248016357
3.6344637870788574,7.378096103668213
3.941542625427246,7.498698711395264
4.244888782501221,7.69519567489624
4.51981258392334,8.015286445617676
4.798418045043945,8.479329109191895
5.039050579071045,9.065053939819336
5.2750654220581055,9.501486778259277
5.613702297210693,9.855975151062012
5.981162071228027,10.038909912109375
6.427492141723633,10.027791023254395
6.975088596343994,9.891932487487793
7.67495059967041,9.567145347595215
8.260418891906738,9.129659652709961
8.58554458618164,8.65248966217041
8.651418685913086,8.130609512329102
8.753997802734375,7.662086486816406
9.062270164489746,7.26283073425293
9.475503921508789,6.930595874786377
10.037569999694824,6.67293643951416
10.561500549316406,6.725296974182129
11.088584899902344,7.03441858291626
11.51691722869873,7.510942459106445
11.91311264038086,7.879091262817383
12.322123527526855,8.016426086425781
12.804909706115723,7.968833923339844
13.303564071655273,7.634433746337891
13.649462699890137,7.216923236846924
13.715798377990723,6.772988796234131
13.616449356079102,6.357973575592041
13.568084716796875,5.892651081085205
13.73046588897705,5.398824214935303
14.103994369506836,4.980319976806641
14.640448570251465,4.7737531661987305
15.07392692565918,4.887856483459473
15.522475242614746,5.189642906188965
15.932809829711914,5.68557596206665
16.29006576538086,6.242435932159424
16.565963745117188,6.861490249633789
16.72403335571289,7.419022560119629
16.701007843017578,7.919647693634033
16.50823211669922,8.37580680847168
16.177621841430664,8.836200714111328
15.486703872680664,9.44122314453125
14.231979370117188,10.257255554199219
13.126099586486816,10.967480659484863
11.970183372497559,11.665616989135742
10.906747817993164,12.264644622802734
9.520503997802734,12.889266967773438
8.123538970947266,13.354955673217773
6.990762233734131,13.650949478149414
5.9250006675720215,13.850788116455078
5.295109748840332,13.852416038513184
4.671748161315918,13.736089706420898
4.193973064422607,13.44328784942627
3.796321392059326,13.043773651123047
3.3865442276000977,12.343221664428711
3.046600341796875,11.423955917358398
