x_m,y_m
0.16328567266464233,0.21278321743011475
0.5472590923309326,0.23566317558288574
0.8795977830886841,0.19685864448547363
1.3566573858261108,0.1673339605331421
1.6005018949508667,0.11165577173233032
1.8549998998641968,-0.03863632678985596
1.995619535446167,-0.2116524577140808
2.095968008041382,-0.5157690644264221
2.140756845474243,-0.7495774030685425
2.173943042755127,-1.039808988571167
2.191431999206543,-1.386478304862976
2.099963903427124,-1.8252025842666626
1.8062189817428589,-2.6174654960632324
1.5631409883499146,-3.0839405059814453
1.4169741868972778,-3.4272828102111816
1.17485511302948,-3.843660593032837
0.979714035987854,-4.135692596435547
0.8109760284423828,-4.364651679992676
0.5915006399154663,-4.6117844581604
0.38140201568603516,-5.009670257568359
0.22125697135925293,-5.633299827575684
0.13706541061401367,-6.033614635467529
0.14842557907104492,-6.368103981018066
0.5536887645721436,-6.949537754058838
0.8241617679595947,-7.239731788635254
1.0223109722137451,-7.407917022705078
1.294177770614624,-7.6468095779418945
1.4577922821044922,-7.91542911529541
1.576178789138794,-8.270929336547852
1.6074552536010742,-8.561742782592773
1.507249355316162,-8.811124801635742
1.3450744152069092,-9.040708541870117
1.1590616703033447,-9.193951606750488
0.9245374202728271,-9.25180721282959
0.6523823738098145,-9.315324783325195
0.24305939674377441,-9.312589645385742
-0.16523408889770508,-9.259889602661133
-0.7863634824752808,-9.158019065856934
-1.2129772901535034,-9.072554588317871
-1.4924119710922241,-8.901922225952148
-1.832660436630249,-8.623333930969238
-2.026948928833008,-8.297871589660645
-2.0970687866210938,-8.050174713134766
-2.079315662384033,-7.540224552154541
-1.93101167678833,-7.096455097198486
-1.8539514541625977,-6.758330345153809
-1.8437225818634033,-6.273096084594727
-1.8056879043579102,-5.6951189041137695
-1.8480720520019531,-4.328726768493652
-1.8961313962936401,-3.9372501373291016
-1.8376225233078003,-3.284006118774414
-1.8063437938690186,-2.7240941524505615
-1.8193895816802979,-2.188524007797241
-1.7916338443756104,-1.4966105222702026
-1.7399492263793945,-1.1451729536056519
-1.6223082542419434,-0.6521841287612915
-1.2525763511657715,-0.2442515790462494
-0.9470183253288269,-0.0685306191444397
-0.6304407715797424,0.031309545040130615
0.16328567266464233,0.21278321743011475
