# x_m, y_m, w_tr_right_m, w_tr_left_m
-2.37886, -6.72611, 0.68398, 0.48341
-2.37722, -6.62610, 0.68688, 0.48447
-2.37618, -6.52609, 0.69022, 0.48575
-2.37565, -6.42608, 0.69452, 0.48833
-2.37551, -6.32607, 0.69684, 0.49130
-2.37564, -6.22606, 0.69830, 0.49402
-2.37591, -6.12605, 0.69855, 0.49750
-2.37623, -6.02604, 0.69771, 0.50064
-2.37645, -5.92604, 0.69614, 0.50251
-2.37647, -5.82604, 0.69414, 0.50440
-2.37617, -5.72605, 0.69141, 0.50552
-2.37543, -5.62607, 0.68963, 0.50552
-2.37413, -5.52610, 0.68788, 0.50379
-2.37218, -5.42614, 0.68607, 0.50051
-2.36974, -5.32618, 0.68431, 0.49604
-2.36716, -5.22623, 0.68289, 0.49239
-2.36478, -5.12626, 0.68196, 0.48590
-2.36293, -5.02628, 0.68166, 0.48060
-2.36196, -4.92628, 0.68213, 0.47540
-2.36220, -4.82625, 0.68335, 0.46970
-2.36401, -4.72618, 0.68526, 0.46605
-2.36760, -4.62607, 0.68907, 0.46219
-2.37260, -4.52593, 0.69239, 0.46017
-2.37839, -4.42579, 0.69608, 0.45942
-2.38437, -4.32567, 0.69952, 0.46014
-2.38995, -4.22559, 0.70219, 0.46209
-2.39451, -4.12557, 0.70354, 0.46595
-2.39745, -4.02563, 0.70303, 0.47125
-2.39817, -3.92579, 0.70014, 0.47749
-2.39606, -3.82609, 0.69554, 0.48431
-2.39053, -3.72653, 0.68811, 0.49221
-2.38133, -3.62712, 0.67606, 0.50182
-2.36967, -3.52781, 0.66338, 0.51249
-2.35708, -3.42850, 0.64801, 0.51881
-2.34508, -3.32913, 0.63587, 0.52692
-2.33520, -3.22961, 0.62665, 0.53054
-2.32818, -3.12991, 0.61895, 0.53182
-2.32360, -3.03006, 0.61624, 0.53045
-2.32095, -2.93009, 0.61525, 0.52668
-2.31972, -2.83004, 0.61566, 0.52322
-2.31940, -2.72994, 0.61650, 0.51826
-2.31948, -2.62983, 0.61688, 0.51579
-2.31944, -2.52973, 0.61558, 0.51289
-2.31879, -2.42969, 0.61295, 0.51303
-2.31716, -2.32972, 0.60900, 0.51524
-2.31477, -2.22980, 0.60425, 0.51751
-2.31189, -2.12991, 0.59935, 0.52069
-2.30882, -2.03001, 0.59493, 0.52324
-2.30584, -1.93007, 0.59158, 0.52381
-2.30325, -1.83007, 0.58964, 0.52167
-2.30133, -1.72998, 0.58940, 0.51640
-2.30030, -1.62977, 0.59167, 0.51158
-2.29938, -1.52954, 0.59406, 0.50481
-2.29697, -1.42948, 0.59500, 0.50391
-2.29146, -1.32976, 0.59259, 0.51276
-2.28127, -1.23059, 0.58386, 0.53171
-2.26621, -1.13196, 0.57347, 0.55709
-2.24775, -1.03370, 0.55631, 0.58353
-2.22748, -0.93560, 0.54546, 0.60689
-2.20699, -0.83746, 0.54642, 0.62789
-2.18781, -0.73909, 0.56312, 0.63964
-2.16933, -0.64069, 0.59341, 0.65890
-2.14827, -0.54296, 0.63504, 0.68327
-2.12118, -0.44663, 0.65795, 0.71591
-2.08482, -0.35267, 0.67942, 0.74195
-2.03741, -0.26378, 0.69796, 0.77516
-1.97783, -0.18338, 0.69948, 0.82271
-1.90569, -0.11416, 0.69907, 0.84383
-1.82339, -0.05603, 0.69881, 0.82412
-1.73401, -0.00827, 0.68837, 0.79038
-1.64044, 0.02982, 0.66922, 0.73899
