# x_m, y_m, w_tr_right_m, w_tr_left_m
10.88821, -8.31486, 1.10000, 1.10000
10.96769, -8.37554, 1.10000, 1.10000
11.04717, -8.43623, 1.10000, 1.10000
11.12666, -8.49691, 1.10000, 1.10000
11.20614, -8.55759, 1.10000, 1.10000
11.28562, -8.61828, 1.10000, 1.10000
11.36511, -8.67896, 1.10000, 1.10000
11.44459, -8.73964, 1.10000, 1.10000
11.52407, -8.80033, 1.10000, 1.10000
11.60356, -8.86101, 1.10000, 1.10000
11.68304, -8.92169, 1.10000, 1.10000
11.76252, -8.98238, 1.10000, 1.10000
11.84200, -9.04306, 1.10000, 1.10000
11.92148, -9.10375, 1.10000, 1.10000
12.00097, -9.16443, 1.10000, 1.10000
12.08045, -9.22512, 1.10000, 1.10000
12.15993, -9.28580, 1.10000, 1.10000
12.23941, -9.34649, 1.10000, 1.10000
12.31889, -9.40717, 1.10000, 1.10000
12.39837, -9.46786, 1.10000, 1.10000
12.47786, -9.52854, 1.10000, 1.10000
12.55734, -9.58923, 1.10000, 1.10000
12.63682, -9.64991, 1.10000, 1.10000
12.71630, -9.71060, 1.10000, 1.10000
12.79578, -9.77129, 1.10000, 1.10000
12.87526, -9.83197, 1.10000, 1.10000
12.95474, -9.89266, 1.10000, 1.10000
13.03422, -9.95335, 1.10000, 1.10000
13.11370, -10.01403, 1.10000, 1.10000
13.19318, -10.07472, 1.10000, 1.10000
13.27266, -10.13541, 1.10000, 1.10000
13.35214, -10.19609, 1.10000, 1.10000
13.43162, -10.25678, 1.10000, 1.10000
13.51110, -10.31747, 1.10000, 1.10000
13.59058, -10.37816, 1.10000, 1.10000
13.67006, -10.43884, 1.10000, 1.10000
13.74954, -10.49953, 1.10000, 1.10000
13.82902, -10.56022, 1.10000, 1.10000
13.90850, -10.62091, 1.10000, 1.10000
13.98798, -10.68160, 1.10000, 1.10000
14.06746, -10.74228, 1.10000, 1.10000
14.14693, -10.80297, 1.10000, 1.10000
14.22641, -10.86366, 1.10000, 1.10000
14.30589, -10.92435, 1.10000, 1.10000
14.38537, -10.98504, 1.10000, 1.10000
14.46485, -11.04573, 1.10000, 1.10000
14.54433, -11.10642, 1.10000, 1.10000
14.62381, -11.16711, 1.10000, 1.10000
14.70328, -11.22780, 1.10000, 1.10000
14.78276, -11.28849, 1.10000, 1.10000
14.86224, -11.34918, 1.10000, 1.10000
14.94172, -11.40986, 1.10000, 1.10000
15.02120, -11.47055, 1.10000, 1.10000
15.10068, -11.53124, 1.10000, 1.10000
15.18015, -11.59193, 1.10000, 1.10000
15.25963, -11.65262, 1.10000, 1.10000
15.33911, -11.71331, 1.10000, 1.10000
15.41859, -11.77400, 1.10000, 1.10000
15.49806, -11.83469, 1.10000, 1.10000
15.57754, -11.89539, 1.10000, 1.10000
15.65702, -11.95608, 1.10000, 1.10000
15.73650, -12.01677, 1.10000, 1.10000
15.81597, -12.07746, 1.10000, 1.10000
15.89545, -12.13815, 1.10000, 1.10000
15.97493, -12.19884, 1.10000, 1.10000
16.05441, -12.25953, 1.10000, 1.10000
16.13388, -12.32022, 1.10000, 1.10000
16.21336, -12.38091, 1.10000, 1.10000
16.29284, -12.44160, 1.10000, 1.10000
16.37231, -12.50229, 1.10000, 1.10000
16.45179, -12.56299, 1.10000, 1.10000
16.53127, -12.62368, 1.10000, 1.10000
16.61074, -12.68437, 1.10000, 1.10000
16.69022, -12.74506, 1.10000, 1.10000
16.76970, -12.80575, 1.10000, 1.10000
16.84917, -12.86644, 1.10000, 1.10000
16.92865, -12.92713, 1.10000, 1.10000
17.00813, -12.98783, 1.10000, 1.10000
17.08760, -13.04852, 1.10000, 1.10000
17.16708, -13.10921, 1.10000, 1.10000
17.24656, -13.16990, 1.10000, 1.10000
17.32603, -13.23059, 1.10000, 1.10000
17.40551, -13.29129, 1.10000, 1.10000
17.48498, -13.35198, 1.10000, 1.10000
17.56446, -13.41267, 1.10000, 1.10000
17.64394, -13.47336, 1.10000, 1.10000
17.72341, -13.53405, 1.10000, 1.10000
17.80289, -13.59475, 1.10000, 1.10000
17.88236, -13.65544, 1.10000, 1.10000
17.96184, -13.71613, 1.10000, 1.10000
18.04132, -13.77682, 1.10000, 1.10000
18.12079, -13.83752, 1.10000, 1.10000
18.20027, -13.89821, 1.10000, 1.10000
18.27974, -13.95890, 1.10000, 1.10000
18.35922, -14.01959, 1.10000, 1.10000
18.43870, -14.08029, 1.10000, 1.10000
18.51817, -14.14098, 1.10000, 1.10000
18.59765, -14.20167, 1.10000, 1.10000
18.67712, -14.26236, 1.10000, 1.10000
18.75660, -14.32306, 1.10000, 1.10000
18.83608, -14.38375, 1.10000, 1.10000
18.91555, -14.44444, 1.10000, 1.10000
18.99503, -14.50513, 1.10000, 1.10000
19.07450, -14.56583, 1.10000, 1.10000
19.15398, -14.62652, 1.10000, 1.10000
19.23345, -14.68721, 1.10000, 1.10000
19.31293, -14.74791, 1.10000, 1.10000
19.39241, -14.80860, 1.10000, 1.10000
19.47188, -14.86929, 1.10000, 1.10000
19.55136, -14.92998, 1.10000, 1.10000
19.63083, -14.99068, 1.10000, 1.10000
19.71031, -15.05137, 1.10000, 1.10000
19.78978, -15.11206, 1.10000, 1.10000
19.86926, -15.17276, 1.10000, 1.10000
19.94874, -15.23345, 1.10000, 1.10000
20.02821, -15.29414, 1.10000, 1.10000
20.10769, -15.35483, 1.10000, 1.10000
20.18716, -15.41553, 1.10000, 1.10000
20.26664, -15.47622, 1.10000, 1.10000
20.34611, -15.53691, 1.10000, 1.10000
20.42559, -15.59760, 1.10000, 1.10000
20.50507, -15.65830, 1.10000, 1.10000
20.58454, -15.71899, 1.10000, 1.10000
20.66402, -15.77968, 1.10000, 1.10000
20.74349, -15.84038, 1.10000, 1.10000
20.82297, -15.90107, 1.10000, 1.10000
20.90244, -15.96176, 1.10000, 1.10000
20.98192, -16.02245, 1.10000, 1.10000
21.06140, -16.08315, 1.10000, 1.10000
21.14087, -16.14384, 1.10000, 1.10000
21.22035, -16.20453, 1.10000, 1.10000
21.29982, -16.26522, 1.10000, 1.10000
21.37930, -16.32592, 1.10000, 1.10000
21.45878, -16.38661, 1.10000, 1.10000
21.53825, -16.44730, 1.10000, 1.10000
21.61773, -16.50799, 1.10000, 1.10000
21.69720, -16.56868, 1.10000, 1.10000
21.77668, -16.62938, 1.10000, 1.10000
21.85616, -16.69007, 1.10000, 1.10000
21.93563, -16.75076, 1.10000, 1.10000
22.01511, -16.81145, 1.10000, 1.10000
22.09459, -16.87215, 1.10000, 1.10000
22.17406, -16.93284, 1.10000, 1.10000
22.25354, -16.99353, 1.10000, 1.10000
22.33301, -17.05422, 1.10000, 1.10000
22.41249, -17.11491, 1.10000, 1.10000
22.49197, -17.17560, 1.10000, 1.10000
22.57144, -17.23630, 1.10000, 1.10000
22.65092, -17.29699, 1.10000, 1.10000
22.73040, -17.35768, 1.10000, 1.10000
22.80987, -17.41837, 1.10000, 1.10000
22.88935, -17.47906, 1.10000, 1.10000
22.96883, -17.53975, 1.10000, 1.10000
23.04830, -17.60044, 1.10000, 1.10000
23.12778, -17.66114, 1.10000, 1.10000
23.20726, -17.72183, 1.10000, 1.10000
23.28674, -17.78252, 1.10000, 1.10000
23.36621, -17.84321, 1.10000, 1.10000
23.44569, -17.90390, 1.10000, 1.10000
23.52517, -17.96459, 1.10000, 1.10000
23.60464, -18.02528, 1.10000, 1.10000
23.68412, -18.08597, 1.10000, 1.10000
23.76360, -18.14666, 1.10000, 1.10000
23.84308, -18.20735, 1.10000, 1.10000
23.92255, -18.26804, 1.10000, 1.10000
24.00203, -18.32873, 1.10000, 1.10000
24.08151, -18.38942, 1.10000, 1.10000
24.16099, -18.45011, 1.10000, 1.10000
24.24046, -18.51080, 1.10000, 1.10000
24.31994, -18.57149, 1.10000, 1.10000
24.39942, -18.63218, 1.10000, 1.10000
24.47890, -18.69287, 1.10000, 1.10000
24.55838, -18.75356, 1.10000, 1.10000
24.63785, -18.81425, 1.10000, 1.10000
24.71733, -18.87494, 1.10000, 1.10000
24.79681, -18.93563, 1.10000, 1.10000
24.87629, -18.99632, 1.10000, 1.10000
24.95577, -19.05701, 1.10000, 1.10000
25.03525, -19.11770, 1.10000, 1.10000
25.11473, -19.17839, 1.10000, 1.10000
25.19420, -19.23908, 1.10000, 1.10000
25.27368, -19.29976, 1.10000, 1.10000
25.35316, -19.36045, 1.10000, 1.10000
25.43264, -19.42114, 1.10000, 1.10000
25.51212, -19.48183, 1.10000, 1.10000
25.59160, -19.54252, 1.10000, 1.10000
25.67108, -19.60321, 1.10000, 1.10000
25.75056, -19.66389, 1.10000, 1.10000
25.83004, -19.72458, 1.10000, 1.10000
25.90952, -19.78527, 1.10000, 1.10000
25.98900, -19.84596, 1.10000, 1.10000
26.06848, -19.90664, 1.10000, 1.10000
26.14796, -19.96733, 1.10000, 1.10000
26.22744, -20.02802, 1.10000, 1.10000
26.30692, -20.08870, 1.10000, 1.10000
26.38640, -20.14939, 1.10000, 1.10000
26.46588, -20.21008, 1.10000, 1.10000
26.54536, -20.27076, 1.10000, 1.10000
26.62484, -20.33145, 1.10000, 1.10000
26.70432, -20.39214, 1.10000, 1.10000
26.78380, -20.45282, 1.10000, 1.10000
26.86328, -20.51351, 1.10000, 1.10000
26.94276, -20.57419, 1.10000, 1.10000
27.02224, -20.63488, 1.10000, 1.10000
27.10173, -20.69557, 1.10000, 1.10000
27.18121, -20.75625, 1.10000, 1.10000
27.26069, -20.81694, 1.10000, 1.10000
27.34017, -20.87762, 1.10000, 1.10000
27.41965, -20.93831, 1.10000, 1.10000
27.49913, -20.99899, 1.10000, 1.10000
27.57862, -21.05967, 1.10000, 1.10000
27.65810, -21.12036, 1.10000, 1.10000
27.73758, -21.18104, 1.10000, 1.10000
27.81706, -21.24173, 1.10000, 1.10000
27.89655, -21.30241, 1.10000, 1.10000
27.97603, -21.36309, 1.10000, 1.10000
28.05551, -21.42378, 1.10000, 1.10000
28.13500, -21.48446, 1.10000, 1.10000
28.21448, -21.54514, 1.10000, 1.10000
28.29396, -21.60583, 1.10000, 1.10000
28.37345, -21.66651, 1.10000, 1.10000
28.45293, -21.72719, 1.10000, 1.10000
28.53241, -21.78787, 1.10000, 1.10000
28.61190, -21.84855, 1.10000, 1.10000
28.69138, -21.90924, 1.10000, 1.10000
28.77087, -21.96992, 1.10000, 1.10000
28.85035, -22.03060, 1.10000, 1.10000
28.92983, -22.09128, 1.10000, 1.10000
29.00932, -22.15196, 1.10000, 1.10000
29.08880, -22.21264, 1.10000, 1.10000
29.16829, -22.27332, 1.10000, 1.10000
29.24777, -22.33400, 1.10000, 1.10000
29.32726, -22.39468, 1.10000, 1.10000
29.40674, -22.45536, 1.10000, 1.10000
29.48623, -22.51604, 1.10000, 1.10000
29.56572, -22.57672, 1.10000, 1.10000
29.64520, -22.63740, 1.10000, 1.10000
29.72469, -22.69808, 1.10000, 1.10000
29.80417, -22.75876, 1.10000, 1.10000
29.88366, -22.81944, 1.10000, 1.10000
29.96315, -22.88012, 1.10000, 1.10000
30.04263, -22.94080, 1.10000, 1.10000
30.12212, -23.00147, 1.10000, 1.10000
30.20161, -23.06215, 1.10000, 1.10000
30.28110, -23.12283, 1.10000, 1.10000
30.36058, -23.18351, 1.10000, 1.10000
30.44007, -23.24418, 1.10000, 1.10000
30.51956, -23.30486, 1.10000, 1.10000
30.59905, -23.36554, 1.10000, 1.10000
30.67853, -23.42621, 1.10000, 1.10000
30.75802, -23.48689, 1.10000, 1.10000
30.83751, -23.54757, 1.10000, 1.10000
30.91700, -23.60824, 1.10000, 1.10000
30.99649, -23.66892, 1.10000, 1.10000
31.07598, -23.72959, 1.10000, 1.10000
31.15547, -23.79027, 1.10000, 1.10000
31.23496, -23.85094, 1.10000, 1.10000
31.31445, -23.91162, 1.10000, 1.10000
31.39394, -23.97229, 1.10000, 1.10000
31.47343, -24.03296, 1.10000, 1.10000
31.55292, -24.09364, 1.10000, 1.10000
31.63241, -24.15431, 1.10000, 1.10000
31.71190, -24.21498, 1.10000, 1.10000
31.79139, -24.27566, 1.10000, 1.10000
31.87088, -24.33633, 1.10000, 1.10000
31.95037, -24.39700, 1.10000, 1.10000
32.02986, -24.45767, 1.10000, 1.10000
32.10935, -24.51835, 1.10000, 1.10000
32.18885, -24.57902, 1.10000, 1.10000
32.26834, -24.63969, 1.10000, 1.10000
32.34783, -24.70036, 1.10000, 1.10000
32.42732, -24.76103, 1.10000, 1.10000
32.50682, -24.82170, 1.10000, 1.10000
32.58631, -24.88237, 1.10000, 1.10000
32.66580, -24.94304, 1.10000, 1.10000
32.74530, -25.00371, 1.10000, 1.10000
32.82479, -25.06438, 1.10000, 1.10000
32.90428, -25.12505, 1.10000, 1.10000
32.98377, -25.18572, 1.10000, 1.10000
33.06326, -25.24640, 1.10000, 1.10000
33.14275, -25.30708, 1.10000, 1.10000
33.22223, -25.36776, 1.10000, 1.10000
33.30171, -25.42845, 1.10000, 1.10000
33.38119, -25.48914, 1.10000, 1.10000
33.46066, -25.54984, 1.10000, 1.10000
33.54012, -25.61055, 1.10000, 1.10000
33.61958, -25.67126, 1.10000, 1.10000
33.69903, -25.73199, 1.10000, 1.10000
33.77848, -25.79272, 1.10000, 1.10000
33.85791, -25.85347, 1.10000, 1.10000
33.93734, -25.91423, 1.10000, 1.10000
34.01675, -25.97500, 1.10000, 1.10000
34.09616, -26.03578, 1.10000, 1.10000
34.17555, -26.09658, 1.10000, 1.10000
34.25494, -26.15740, 1.10000, 1.10000
34.33431, -26.21822, 1.10000, 1.10000
34.41367, -26.27907, 1.10000, 1.10000
34.49301, -26.33993, 1.10000, 1.10000
34.57234, -26.40081, 1.10000, 1.10000
34.65166, -26.46172, 1.10000, 1.10000
34.73095, -26.52265, 1.10000, 1.10000
34.81023, -26.58360, 1.10000, 1.10000
34.88950, -26.64456, 1.10000, 1.10000
34.96876, -26.70553, 1.10000, 1.10000
35.04801, -26.76652, 1.10000, 1.10000
35.12724, -26.82754, 1.10000, 1.10000
35.20642, -26.88862, 1.10000, 1.10000
35.28554, -26.94977, 1.10000, 1.10000
35.36463, -27.01096, 1.10000, 1.10000
35.44378, -27.07207, 1.10000, 1.10000
35.52307, -27.13301, 1.10000, 1.10000
35.60260, -27.19364, 1.10000, 1.10000
35.68250, -27.25378, 1.10000, 1.10000
35.76297, -27.31315, 1.10000, 1.10000
35.84419, -27.37151, 1.10000, 1.10000
35.92633, -27.42859, 1.10000, 1.10000
36.00950, -27.48418, 1.10000, 1.10000
36.09377, -27.53807, 1.10000, 1.10000
36.17920, -27.59005, 1.10000, 1.10000
36.26581, -27.64003, 1.10000, 1.10000
36.35343, -27.68825, 1.10000, 1.10000
36.44184, -27.73505, 1.10000, 1.10000
36.53081, -27.78076, 1.10000, 1.10000
36.62014, -27.82572, 1.10000, 1.10000
36.70971, -27.87019, 1.10000, 1.10000
36.79938, -27.91443, 1.10000, 1.10000
36.88904, -27.95872, 1.10000, 1.10000
36.97860, -28.00318, 1.10000, 1.10000
37.06810, -28.04780, 1.10000, 1.10000
37.15755, -28.09252, 1.10000, 1.10000
37.24696, -28.13730, 1.10000, 1.10000
37.33636, -28.18211, 1.10000, 1.10000
37.42575, -28.22694, 1.10000, 1.10000
37.51514, -28.27175, 1.10000, 1.10000
37.60455, -28.31654, 1.10000, 1.10000
37.69399, -28.36128, 1.10000, 1.10000
37.78346, -28.40595, 1.10000, 1.10000
37.87297, -28.45052, 1.10000, 1.10000
37.96255, -28.49498, 1.10000, 1.10000
38.05219, -28.53929, 1.10000, 1.10000
38.14194, -28.58341, 1.10000, 1.10000
38.23179, -28.62731, 1.10000, 1.10000
38.32178, -28.67092, 1.10000, 1.10000
38.41197, -28.71412, 1.10000, 1.10000
38.50243, -28.75675, 1.10000, 1.10000
38.59323, -28.79865, 1.10000, 1.10000
38.68444, -28.83967, 1.10000, 1.10000
38.77610, -28.87967, 1.10000, 1.10000
38.86826, -28.91850, 1.10000, 1.10000
38.96097, -28.95601, 1.10000, 1.10000
39.05428, -28.99204, 1.10000, 1.10000
39.14820, -29.02642, 1.10000, 1.10000
39.24277, -29.05897, 1.10000, 1.10000
39.33801, -29.08954, 1.10000, 1.10000
39.43392, -29.11799, 1.10000, 1.10000
39.53045, -29.14423, 1.10000, 1.10000
39.62757, -29.16816, 1.10000, 1.10000
39.72527, -29.18965, 1.10000, 1.10000
39.82354, -29.20829, 1.10000, 1.10000
39.92242, -29.22357, 1.10000, 1.10000
40.02192, -29.23497, 1.10000, 1.10000
40.12202, -29.24188, 1.10000, 1.10000
40.22233, -29.24328, 1.10000, 1.10000
40.32237, -29.23804, 1.10000, 1.10000
40.42167, -29.22502, 1.10000, 1.10000
40.51965, -29.20335, 1.10000, 1.10000
40.61541, -29.17295, 1.10000, 1.10000
40.70803, -29.13384, 1.10000, 1.10000
40.79657, -29.08606, 1.10000, 1.10000
40.87998, -29.02971, 1.10000, 1.10000
40.95704, -28.96502, 1.10000, 1.10000
41.02653, -28.89223, 1.10000, 1.10000
