# x_m, y_m, w_tr_right_m, w_tr_left_m
-0.17352, -0.32167, 0.90423, 0.87462
-0.07562, -0.30125, 0.86648, 0.88426
0.02225, -0.28070, 0.83174, 0.89341
0.12006, -0.25989, 0.80678, 0.87370
0.21779, -0.23867, 0.77692, 0.85390
0.31539, -0.21693, 0.75031, 0.83272
0.41286, -0.19452, 0.72730, 0.80817
0.51015, -0.17134, 0.70164, 0.78777
0.60729, -0.14748, 0.67765, 0.76811
0.70432, -0.12317, 0.65564, 0.74849
0.80127, -0.09862, 0.62969, 0.72047
0.89820, -0.07407, 0.60874, 0.70104
0.99514, -0.04974, 0.58403, 0.67489
1.09214, -0.02580, 0.56525, 0.65563
1.18920, -0.00218, 0.54837, 0.63707
1.28636, 0.02133, 0.53170, 0.61076
1.38362, 0.04494, 0.52270, 0.59119
1.48100, 0.06883, 0.51909, 0.56998
1.57861, 0.09205, 0.51980, 0.54508
1.67671, 0.11220, 0.52154, 0.52161
1.77552, 0.12676, 0.52055, 0.50391
1.87528, 0.13326, 0.51610, 0.49349
1.97544, 0.12973, 0.51083, 0.49699
2.07492, 0.11467, 0.50341, 0.51956
2.17259, 0.08657, 0.49779, 0.56914
2.26610, 0.04395, 0.49181, 0.62069
2.34846, -0.01439, 0.48106, 0.59165
2.41169, -0.08958, 0.48150, 0.55774
2.45427, -0.17946, 0.45085, 0.52616
2.48322, -0.27752, 0.40736, 0.49116
2.50590, -0.37723, 0.36154, 0.46766
2.52534, -0.47595, 0.33643, 0.44836
2.54118, -0.57421, 0.32755, 0.43711
2.55292, -0.67261, 0.33145, 0.42642
2.55997, -0.77166, 0.34567, 0.42284
2.56114, -0.87141, 0.37173, 0.42748
2.55499, -0.97171, 0.41243, 0.44179
2.54012, -1.07242, 0.45670, 0.46740
2.51470, -1.17201, 0.49053, 0.51391
2.47586, -1.26535, 0.51684, 0.58088
2.42058, -1.34673, 0.52633, 0.64188
2.34822, -1.41328, 0.53393, 0.71245
2.26501, -1.47033, 0.54321, 0.77552
2.17846, -1.52468, 0.56181, 0.82075
2.09442, -1.58139, 0.59400, 0.84349
2.01179, -1.63801, 0.62065, 0.87303
1.92763, -1.69015, 0.63591, 0.88340
1.83927, -1.73380, 0.64155, 0.85799
1.74647, -1.76882, 0.63566, 0.80872
1.65030, -1.79703, 0.62049, 0.77909
1.55180, -1.82032, 0.59438, 0.75503
1.45205, -1.84054, 0.56861, 0.73455
1.35210, -1.85963, 0.55022, 0.71405
1.25302, -1.88011, 0.53938, 0.70324
1.15586, -1.90484, 0.53707, 0.68641
1.06167, -1.93668, 0.53942, 0.67571
0.97152, -1.97847, 0.53783, 0.66119
0.88653, -2.03181, 0.54040, 0.65527
0.80795, -2.09543, 0.55814, 0.62918
0.73709, -2.16764, 0.59636, 0.60014
0.67520, -2.24678, 0.65390, 0.58764
0.62227, -2.33136, 0.69904, 0.54673
0.57638, -2.42017, 0.72039, 0.51011
0.53547, -2.51205, 0.71642, 0.47460
0.49750, -2.60583, 0.70248, 0.44867
0.46211, -2.70077, 0.67891, 0.42736
0.43217, -2.79697, 0.65481, 0.41206
0.41092, -2.89460, 0.62704, 0.40991
0.40159, -2.99387, 0.60340, 0.41429
0.40668, -3.09441, 0.60198, 0.42172
0.42622, -3.19404, 0.62987, 0.43235
0.45976, -3.29026, 0.62084, 0.44231
0.50683, -3.38051, 0.57526, 0.45105
0.56681, -3.46240, 0.59498, 0.45857
0.63808, -3.53439, 0.58796, 0.46277
0.71860, -3.59527, 0.54866, 0.46476
0.80633, -3.64384, 0.53756, 0.46438
0.89939, -3.68012, 0.54328, 0.46157
0.99617, -3.70661, 0.55073, 0.45354
1.09513, -3.72611, 0.55186, 0.44650
1.19467, -3.74140, 0.54723, 0.44075
1.29372, -3.75485, 0.54132, 0.43700
1.39235, -3.76759, 0.53824, 0.43211
1.49087, -3.78062, 0.53834, 0.42983
1.58956, -3.79488, 0.53966, 0.43106
1.68874, -3.81136, 0.53941, 0.44053
1.78865, -3.83105, 0.53569, 0.45618
1.88795, -3.85609, 0.53314, 0.49020
1.98292, -3.89038, 0.53043, 0.52281
2.06964, -3.93794, 0.52830, 0.54222
2.14482, -4.00191, 0.51520, 0.53882
2.20992, -4.07868, 0.50020, 0.54132
2.26856, -4.16160, 0.47763, 0.55434
2.32264, -4.24655, 0.46807, 0.56046
2.37102, -4.33399, 0.46241, 0.55956
2.41219, -4.42483, 0.45716, 0.54533
2.44471, -4.51977, 0.45350, 0.51232
2.46729, -4.61799, 0.44842, 0.47983
2.47869, -4.71807, 0.44640, 0.47081
2.47771, -4.81861, 0.44519, 0.49365
2.46386, -4.91817, 0.44433, 0.53074
2.43816, -5.01530, 0.44402, 0.54951
2.40180, -5.10856, 0.44513, 0.54221
2.35587, -5.19732, 0.44774, 0.54482
2.30136, -5.28202, 0.45516, 0.55908
2.23791, -5.36040, 0.46167, 0.54173
2.16332, -5.42615, 0.46418, 0.50309
2.07717, -5.47592, 0.46121, 0.49470
1.98396, -5.51471, 0.45721, 0.44937
1.88888, -5.54867, 0.46235, 0.44867
1.79416, -5.58075, 0.47888, 0.44243
1.69905, -5.61066, 0.49531, 0.43776
1.60282, -5.63794, 0.50703, 0.43559
1.50561, -5.66223, 0.51084, 0.43859
1.40791, -5.68319, 0.51468, 0.44313
1.30999, -5.70086, 0.51890, 0.45403
1.21089, -5.71773, 0.52490, 0.46611
1.11036, -5.73753, 0.53105, 0.48185
1.01228, -5.76502, 0.53560, 0.49000
0.92141, -5.80519, 0.54466, 0.49382
0.84225, -5.86270, 0.57162, 0.49338
0.77435, -5.93584, 0.61798, 0.48198
0.71268, -6.01709, 0.65617, 0.50552
0.65307, -6.09974, 0.66556, 0.48947
0.59714, -6.18342, 0.63009, 0.48802
0.54862, -6.27001, 0.58251, 0.48984
0.51117, -6.36133, 0.55236, 0.49092
0.48627, -6.45766, 0.53332, 0.48967
0.47305, -6.55758, 0.52994, 0.48738
0.47050, -6.65959, 0.53592, 0.48528
0.47766, -6.76216, 0.54848, 0.48424
0.49472, -6.86325, 0.56228, 0.48683
0.52347, -6.96002, 0.56243, 0.48998
0.56582, -7.04961, 0.53419, 0.49085
0.62316, -7.12957, 0.51308, 0.48972
0.69286, -7.20097, 0.50887, 0.48245
0.77037, -7.26647, 0.51299, 0.47747
0.85117, -7.32877, 0.51962, 0.48270
0.93226, -7.38936, 0.52584, 0.50124
1.01432, -7.44694, 0.53236, 0.51834
1.09857, -7.49980, 0.54200, 0.53850
1.18620, -7.54625, 0.55296, 0.55174
1.27760, -7.58594, 0.57057, 0.57061
1.37128, -7.62161, 0.59196, 0.58877
1.46546, -7.65643, 0.61740, 0.61180
1.55839, -7.69358, 0.63044, 0.65249
1.64847, -7.73595, 0.64066, 0.71211
1.73591, -7.78354, 0.64752, 0.75754
1.82192, -7.83467, 0.64776, 0.80375
1.90775, -7.88762, 0.64212, 0.82051
1.99414, -7.94116, 0.63098, 0.82796
2.07917, -7.99670, 0.62287, 0.81430
2.15991, -8.05660, 0.61162, 0.79603
2.23345, -8.12322, 0.60145, 0.79066
2.29693, -8.19887, 0.59184, 0.76101
2.34920, -8.28377, 0.57344, 0.69863
2.39121, -8.37563, 0.53575, 0.63288
2.42409, -8.47199, 0.49993, 0.57973
2.44890, -8.57044, 0.47120, 0.54314
2.46646, -8.66965, 0.45027, 0.53277
2.47733, -8.76938, 0.43722, 0.53113
2.48203, -8.86941, 0.42673, 0.53072
2.48111, -8.96953, 0.40826, 0.52850
2.47509, -9.06954, 0.38081, 0.52857
2.46368, -9.16906, 0.36362, 0.53645
2.44519, -9.26749, 0.35720, 0.55728
2.41780, -9.36416, 0.36265, 0.59354
2.37969, -9.45829, 0.37075, 0.62029
2.32961, -9.54693, 0.38293, 0.58863
2.26671, -9.62537, 0.39374, 0.48928
2.19027, -9.68892, 0.39667, 0.42508
2.10169, -9.73579, 0.39505, 0.37482
2.00498, -9.76760, 0.39262, 0.35414
1.90428, -9.78621, 0.39116, 0.33792
1.80330, -9.79342, 0.39481, 0.33339
1.70303, -9.79110, 0.40424, 0.33631
1.60352, -9.78108, 0.42133, 0.34606
1.50479, -9.76521, 0.45269, 0.35707
1.40685, -9.74513, 0.48070, 0.37627
1.30965, -9.72164, 0.50314, 0.39433
1.21309, -9.69534, 0.51432, 0.42250
1.11708, -9.66684, 0.53449, 0.45747
1.02156, -9.63674, 0.56271, 0.48449
0.92642, -9.60564, 0.60326, 0.52567
0.83159, -9.57393, 0.63470, 0.55599
0.73696, -9.54177, 0.66880, 0.59853
0.64246, -9.50928, 0.69563, 0.62914
0.54798, -9.47657, 0.71173, 0.67291
0.45343, -9.44378, 0.72995, 0.70291
0.35874, -9.41102, 0.74233, 0.74314
0.26399, -9.37813, 0.75732, 0.77374
0.16940, -9.34473, 0.76879, 0.80930
0.07520, -9.31045, 0.78002, 0.84765
-0.01838, -9.27490, 0.79105, 0.88713
