# x_m, y_m, w_tr_right_m, w_tr_left_m
-0.11113, -9.23771, 0.80184, 0.92846
-0.20281, -9.19850, 0.81262, 0.97221
-0.29319, -9.15689, 0.81978, 1.01877
-0.38222, -9.11272, 0.82938, 1.06826
-0.47016, -9.06631, 0.83626, 1.11885
-0.55733, -9.01802, 0.84626, 1.18914
-0.64402, -8.96822, 0.85667, 1.24500
-0.73056, -8.91727, 0.86943, 1.30135
-0.81725, -8.86555, 0.88414, 1.34204
-0.90437, -8.81339, 0.89845, 1.40041
-0.99146, -8.76050, 0.91398, 1.45717
-1.07748, -8.70610, 0.93162, 1.53117
-1.16137, -8.64937, 0.94493, 1.60452
-1.24207, -8.58953, 0.95689, 1.67123
-1.31851, -8.52574, 0.96775, 1.73939
-1.38962, -8.45722, 0.97462, 1.75508
-1.45436, -8.38315, 0.97516, 1.69485
-1.51223, -8.30329, 0.97700, 1.62005
-1.56378, -8.21835, 0.97710, 1.53200
-1.60966, -8.12917, 0.97665, 1.42413
-1.65055, -8.03659, 0.97616, 1.33586
-1.68709, -7.94145, 0.97636, 1.26951
-1.71995, -7.84456, 0.97825, 1.22863
-1.74977, -7.74676, 0.98404, 1.18237
-1.77683, -7.64854, 0.98938, 1.15140
-1.80096, -7.54996, 0.99524, 1.12376
-1.82197, -7.45109, 1.00316, 1.09347
-1.83965, -7.35198, 1.00739, 1.07417
-1.85382, -7.25268, 1.01055, 1.05847
-1.86428, -7.15325, 1.01216, 1.04704
-1.87084, -7.05374, 1.01197, 1.03787
-1.87329, -6.95421, 1.00946, 1.03557
-1.87145, -6.85471, 1.00457, 1.03713
-1.86515, -6.75530, 0.99758, 1.04047
-1.85458, -6.65605, 0.98653, 1.04460
-1.84020, -6.55704, 0.97434, 1.04671
-1.82243, -6.45837, 0.96042, 1.04567
-1.80174, -6.36011, 0.93709, 1.04224
-1.77855, -6.26235, 0.91107, 1.03693
-1.75332, -6.16517, 0.88207, 1.02959
-1.72648, -6.06862, 0.84643, 1.01546
-1.69848, -5.97256, 0.80878, 0.98763
-1.66973, -5.87681, 0.77385, 0.94110
-1.64069, -5.78121, 0.73244, 0.87881
-1.61176, -5.68558, 0.69213, 0.80564
-1.58340, -5.58975, 0.66156, 0.72588
-1.55602, -5.49353, 0.62905, 0.64246
-1.53008, -5.39683, 0.59846, 0.55970
-1.50602, -5.29961, 0.57286, 0.51350
-1.48431, -5.20189, 0.55098, 0.48251
-1.46540, -5.10365, 0.53462, 0.46586
-1.44975, -5.00489, 0.52240, 0.45768
-1.43775, -4.90562, 0.51510, 0.45554
-1.42936, -4.80592, 0.51216, 0.45383
-1.42439, -4.70591, 0.51288, 0.45212
-1.42263, -4.60569, 0.51674, 0.45067
-1.42389, -4.50538, 0.52287, 0.45014
-1.42796, -4.40508, 0.53009, 0.45696
-1.43466, -4.30492, 0.54123, 0.47670
-1.44377, -4.20498, 0.55190, 0.51406
-1.45508, -4.10539, 0.56573, 0.57160
-1.46823, -4.00611, 0.58089, 0.65749
-1.48284, -3.90708, 0.59683, 0.73318
-1.49848, -3.80826, 0.61019, 0.80290
-1.51476, -3.70957, 0.62676, 0.86964
-1.53127, -3.61097, 0.63989, 0.91758
-1.54761, -3.51238, 0.65513, 0.97641
-1.56339, -3.41377, 0.66643, 1.03157
-1.57818, -3.31505, 0.67669, 1.08344
-1.59167, -3.21619, 0.68601, 1.13570
-1.60377, -3.11715, 0.69470, 1.19127
-1.61447, -3.01793, 0.70312, 1.25958
-1.62377, -2.91850, 0.71168, 1.30051
-1.63166, -2.81884, 0.72076, 1.31830
-1.63814, -2.71895, 0.73076, 1.31725
-1.64319, -2.61879, 0.74211, 1.30672
-1.64680, -2.51835, 0.75508, 1.29600
-1.64897, -2.41763, 0.77275, 1.29282
-1.64954, -2.31667, 0.78705, 1.29566
-1.64811, -2.21568, 0.79629, 1.30564
-1.64426, -2.11485, 0.80699, 1.32634
-1.63758, -2.01439, 0.81504, 1.34688
-1.62765, -1.91450, 0.82196, 1.37666
-1.61407, -1.81538, 0.82908, 1.40518
-1.59640, -1.71724, 0.83899, 1.43412
-1.57425, -1.62027, 0.84832, 1.46212
-1.54721, -1.52468, 0.86135, 1.49121
-1.51538, -1.43046, 0.88141, 1.52671
-1.47928, -1.33744, 0.90538, 1.56803
-1.43944, -1.24544, 0.93252, 1.60474
-1.39639, -1.15431, 0.96789, 1.64408
-1.35066, -1.06385, 0.99724, 1.69335
-1.30218, -0.97453, 1.01517, 1.73777
-1.24979, -0.88791, 1.02894, 1.80826
-1.19221, -0.80569, 1.03473, 1.76458
-1.12814, -0.72956, 1.03642, 1.68308
-1.05633, -0.66121, 1.03653, 1.58608
-0.97661, -0.60139, 1.03455, 1.44537
-0.89056, -0.54941, 1.03213, 1.27623
-0.79990, -0.50444, 1.02094, 1.14843
-0.70634, -0.46566, 1.00499, 1.04518
-0.61137, -0.43222, 0.98795, 0.97200
-0.51547, -0.40317, 0.97146, 0.92588
-0.41883, -0.37755, 0.96190, 0.89327
-0.32167, -0.35438, 0.95175, 0.87909
-0.22419, -0.33268, 0.91789, 0.87337
