x,y
-0.1883549839258194,0.6019859313964844
-0.15083950803436605,0.6011494269734056
-0.11330029414549282,0.6004467235971819
-0.07573825845425836,0.5998729317769788
-0.03815431715572138,0.5994231620219622
-0.0005493864449405534,0.5990925248412983
0.03707561748302541,0.5988761307441525
0.07471977843311778,0.5987690902396906
0.11238218021027799,0.5987665138370786
0.15006190661944724,0.5988635120454823
0.18775804146556685,0.5990551953740674
0.22546966855357814,0.5993366743319999
0.26319587168842246,0.5997030594284456
0.3009357346750411,0.6001494611725702
0.33868834131837516,0.6006709900735396
0.37645277542336636,0.6012627566405195
0.41422812079495575,0.6019198713826761
0.45201346123808467,0.6026374448091748
0.4898078805576944,0.6034105874291815
0.5276104625587262,0.6042344097518623
0.5654202910461217,0.6051040222863826
0.6032364498248217,0.6060145355419085
0.6410580226997679,0.6069610600276059
0.6788840934759015,0.6079387062526402
0.7167137459581638,0.6089425847261776
0.7545460639514961,0.609967805957384
0.7923801312608397,0.6110094804554249
0.8302150316911359,0.6120627187294662
0.8680498490473258,0.6131226312886741
0.9058836671343515,0.6141843286422137
0.9437155697571534,0.6152429212992514
0.9815446407206733,0.616293519768953
1.0193699638298523,0.617331234560484
1.0571906228896317,0.6183511761830105
1.095005701704953,0.6193484551456983
1.1328142840807571,0.6203181819577129
1.1706154538219862,0.6212554671282204
1.2084082947335806,0.6221554211663868
1.2461918906204816,0.6230131545813774
1.2839653252876317,0.6238237778823587
1.3217276825399709,0.6245824015784959
1.3594780461824414,0.6252841361789552
1.397215500019984,0.6259240921929021
1.43493912785754,0.6264973801295026
1.4726480135000508,0.6269991104979228
1.5103412407524581,0.6274243938073282
1.5480178934197026,0.6277683405668845
1.5856770553067265,0.6280260612857578
1.62331781021847,0.6281926664731138
1.660939241959875,0.6282632666381184
1.6985404343358828,0.6282329722899374
1.7361204711514346,0.6280968939377364
1.7736785105691681,0.6278503669208226
1.8112184175299415,0.6275029581329726
1.8487514971469843,0.6270867307942019
1.8862897117603188,0.6266357353349854
1.923845023709967,0.6261840221857993
1.9614293953359527,0.6257656417771191
1.9990547889782986,0.625414644539421
2.0367331669770263,0.6251650809031802
2.0744764916721596,0.6250510012988727
2.1122967254037213,0.6251064561569741
2.1502058305117333,0.6253654959079602
2.1882157693362183,0.6258621709823067
2.2263385042172,0.6266305318104894
2.2645828286986256,0.6276909232438195
2.302889606577796,0.6287698824860883
2.3411344144676978,0.6293115686227603
2.3791901889585634,0.6287487221942049
2.4169298666406216,0.6265140837407918
2.4542263841041043,0.6220403938028912
2.4909526779392435,0.6147603929208726
2.526977267281398,0.6041212386894386
2.562051150425121,0.5899536363334977
2.5957982150528465,0.5725031364255347
2.627836009737596,0.5520359782122869
2.6578231868082636,0.5288298660892387
2.6857433457108195,0.5032531425688203
2.7117344428941075,0.47571720525564065
2.7359353704370277,0.44663371273137875
2.758496142206095,0.4164016698165763
2.7796856455126946,0.385284833633353
2.7998447869894467,0.35346502166248084
2.819315480080734,0.3211229058894197
2.838439638230938,0.288439158299631
2.8575534883094966,0.2555924125194935
2.8765951929494746,0.22261861560934554
2.8948507828032413,0.18931995719937378
2.911545874032743,0.15547697127881516
2.925906082799923,0.12087019183690542
2.9372326891237064,0.0853039472363464
2.9455958924486922,0.04882437159372583
2.9515140198596606,0.011618523858914685
2.9555109810510127,-0.026124781428381143
2.958110685717152,-0.06421672972845444
2.9598370435524815,-0.102468506501598
2.961206289800129,-0.14069428661464242
2.9625055773264917,-0.17879747872195553
2.9637592956294148,-0.2167838449235796
2.9649773837988627,-0.254664776144636
2.966169780924796,-0.292451663310245
2.9673464260971762,-0.33015589734552675
2.9685172584059667,-0.36778886917560266
2.969692216941128,-0.4053619697255931
2.9708812407926226,-0.44288658992061847
2.9720942690504124,-0.4803741206857991
2.97334124080446,-0.5178359529462558
2.9746320711403116,-0.5552834617463087
2.9759743774772254,-0.5927265020439292
2.977371608853633,-0.63017217108645
2.978826774022095,-0.6676272748375907
2.980342881735173,-0.7050986192610682
2.9819229407454286,-0.7425930103206022
2.9835699598054224,-0.7801172539799124
2.9852869476677157,-0.8176781562027153
2.9870769130848704,-0.8552825229527319
2.9889428648094474,-0.8929371601936787
2.9908878115940087,-0.9306488738892756
2.9929147621911145,-0.9684244700032424
2.9950267253533265,-1.0062707544992953
2.9972267098332064,-1.0441945333411544
2.9995177243833155,-1.0822026124925397
3.0019027777562144,-1.1203017979171674
3.0043847132634163,-1.1584988499826214
3.0069119627779877,-1.1967855330724007
3.0093003163318017,-1.235117055011372
3.0113457340405265,-1.2734431584296542
3.0128441760198292,-1.3117135859573654
3.013591602385378,-1.3498780802246209
3.01338397325284,-1.3878863838615392
3.012017248737882,-1.4256882394982382
3.009287388956172,-1.4632333897648335
3.004990354023378,-1.5004715772914439
2.9989221040551666,-1.5373525447081864
2.9908785991672056,-1.5738260346451778
2.9806735808086717,-1.609843741806157
2.9683974825526342,-1.6453877367604322
2.95435930755392,-1.680464085123282
2.9388740128013526,-1.715079506134883
2.9222565552837545,-1.749240719035413
2.9048213930196254,-1.7829545322311333
2.886805053376005,-1.8162416803496033
2.8682822074159393,-1.8491518217687337
2.8493073750345235,-1.8817382158837355
2.8299350761268505,-1.9140541220898228
2.8102198305880153,-1.9461527997822068
2.7902161583131107,-1.9780875083561005
2.76997857919723,-2.0099115072067173
2.749561613135469,-2.041678055729268
2.7290197800229197,-2.0734404133189672
2.708401121041879,-2.1052453690549555
2.687637214189533,-2.1370233997732084
2.6665588159976252,-2.1686042915137795
2.6449933530416034,-2.199814504676211
2.622768251896914,-2.2304804996600396
2.5997109391390048,-2.260428736864807
2.575648841343321,-2.289485676690054
2.5504093850853105,-2.3174777795353196
2.52381999694042,-2.344231505800144
2.4957284795727603,-2.3695799740140897
2.4661685707335304,-2.3934170592142903
2.435273511302032,-2.4156691502718832
