x,y
-0.042473435401916504,-1.0137825012207031
-0.021406465704214298,-1.058263648988185
-0.0005534040302869216,-1.1028639985323954
0.020131358780907056,-1.1475596356982263
0.04069343189040907,-1.1923266463305684
0.06117842445926055,-1.2371411162743131
0.08163194564850296,-1.2819791313743516
0.10209960461917768,-1.3268167774755748
0.12262701053232622,-1.3716301404228741
0.14325977254898994,-1.416395306061141
0.1640434998302103,-1.461088360235266
0.1850238015370288,-1.5056853887901405
0.20624628683048676,-1.5501624775706557
0.2277565648716257,-1.594495712421703
0.24960024482148702,-1.6386611791881733
0.27182293584111217,-1.6826349637149578
0.29447024709154257,-1.7263931518469482
0.3175877877338197,-1.769911829429035
0.3412211669289849,-1.8131670823061095
0.3654159938380797,-1.856134996323063
0.39020825989677294,-1.898796452865436
0.4155083989613482,-1.9411949381917946
0.44113879282561513,-1.9834178426262183
0.466920003987247,-2.0255534636208474
0.49267259494391746,-2.067690098627822
0.5182171281933001,-2.109916045099283
0.5433741662330686,-2.152319600487371
0.5679642715608963,-2.1949890622442245
0.591808006674457,-2.238012727821986
0.6147259340714244,-2.2814788946727953
0.6365386162494716,-2.3254758602487926
0.6571020426975112,-2.3700744323941487
0.6764971364752862,-2.4152343736783575
0.6948928162654192,-2.4608720049646506
0.7124582047102195,-2.506903546425375
0.7293624244519971,-2.553245218232882
0.7457745981330612,-2.5998132405595187
0.7618638483957214,-2.6465238335776355
0.7777992978822875,-2.69329321745958
0.7937500608413852,-2.7400376168569966
0.8098522748504345,-2.786690854439871
0.8261342952132843,-2.8332442709465124
0.8426024920623417,-2.8797009395138056
0.8592632355300139,-2.9260639332786362
0.8761228957487084,-2.9723363253778894
0.8931878428508322,-3.01852118894845
0.9104644469687927,-3.0646215971272053
0.927959078234997,-3.110640623051038
0.9456783826785788,-3.1565809370751254
0.9636330502579588,-3.2024393058211156
0.9818368413952417,-3.248208013339844
1.000303593075812,-3.2938792319073906
1.019047142285054,-3.3394451337998396
1.0380813260083515,-3.3848978912932712
1.0574199812310894,-3.4302296766637665
1.077076944938652,-3.475432662187408
1.097066054116423,-3.520499020140277
1.1174011457497872,-3.565420922798455
1.1380801144439068,-3.6101972509451845
1.1590055724929473,-3.6548669798826454
1.1800448863863235,-3.6994839162449944
1.201065365785325,-3.7441018905794983
1.2219343203512418,-3.788774733433422
1.2425190597453646,-3.8335562753540326
1.262686893628983,-3.8785003468885955
1.282305131663387,-3.9236607785843782
1.3012410835098671,-3.9690914009886455
1.319362058829713,-4.014846044648665
1.33656621103406,-4.060966219173225
1.3529977139377487,-4.107395158109579
1.3689184969692918,-4.154029055988049
1.3845912257593116,-4.200763813253409
1.4002785659384307,-4.24749533035044
1.4162431831372713,-4.2941195077239165
1.4327476764169857,-4.340532272451969
1.4499703208673727,-4.386663288247404
1.4678400888294019,-4.432541960754384
1.4862401011759987,-4.47821604003565
1.5050534787800867,-4.523733276153944
1.5241633425145915,-4.569141419172011
1.5434528132524374,-4.614488219152589
1.5628050118665493,-4.659821426158423
1.5821030592298508,-4.7051887902522544
1.6012300762152676,-4.750638061496826
1.6200691836957233,-4.79621698995488
1.6385093700432858,-4.841968736230646
1.6564695889217116,-4.88791302258441
1.6738783349584716,-4.934062108496138
1.6906641068198245,-4.980428250286723
1.7067554031720307,-5.0270237042770525
1.7220807226813508,-5.073860726788026
1.7365685640140442,-5.120951574140533
1.7501474258363718,-5.168308502655465
1.7627537841488448,-5.21594093131932
1.7743918160427454,-5.2638341995667925
1.78509983699168,-5.311961504680409
1.794916423796632,-5.360295950995213
1.8038801532585866,-5.408810642846249
1.8120296021785285,-5.457478684568558
1.819403347357442,-5.506273180497185
1.8260399655963115,-5.555167234967176
1.8319780336961216,-5.604133952313569
1.837256637338156,-5.653146512066463
1.8419617973222864,-5.702185029156336
1.8462637171067233,-5.751242057822635
1.8503413652965495,-5.8003114474928195
1.854373710496848,-5.8493870475943455
1.8585397213127022,-5.898462707554674
1.8630183663491946,-5.947532276801261
1.8679886142114084,-5.996589604761568
1.873628334632623,-6.045628568246556
1.8799009592966858,-6.0946483877889674
1.88630027172787,-6.1436599873907065
1.8922578495372673,-6.192675841203452
1.8972052703359672,-6.241708423378877
1.900574111735061,-6.2907702080686585
1.9017959513456393,-6.339873669424474
1.900405437784481,-6.389011393966976
1.896357641402768,-6.438094847514921
1.8897148124083833,-6.487014815450032
1.8805392010382789,-6.5356620831484245
1.868893057529407,-6.583927435986211
1.8548386321187187,-6.631701659339509
1.8384381703946016,-6.678875529681705
1.8197364348081646,-6.725306340565799
1.7987212239831023,-6.770742290977344
1.775368754319005,-6.814909398145756
1.7496552422154645,-6.857533679300446
1.7215569040720715,-6.898341151670835
1.6910499562884171,-6.9370578324863335
1.6581106152640919,-6.9734097389763585
1.622735564346568,-7.007158178702129
1.5851220882018338,-7.038410347978347
1.545581123085643,-7.067469407966851
1.5044249022301188,-7.094640756153457
1.4619656588673835,-7.120229790023982
1.418515626229561,-7.144541907064245
1.3743870375487743,-7.167882504760062
1.3298921260571457,-7.190556980597249
1.2853414836171704,-7.21286936393692
1.2409278568520692,-7.235025457037629
1.1966492320523283,-7.257068724304495
1.152485343262347,-7.2790274164160715
1.1084159245265255,-7.300929784050909
1.0644207098892633,-7.32280407788756
1.0204794333949618,-7.344678548604574
0.9765718290880212,-7.366581446880505
0.9326776310128411,-7.388541023393902
0.8887785811849692,-7.410576780581429
0.8448646632590028,-7.432672314063046
0.8009279751001244,-7.454802008357429
0.7569606145748252,-7.476940247977557
0.7129546795495962,-7.499061417436406
0.6689022678909278,-7.521139901246956
0.6247954774653123,-7.543150083922182
0.5806264061392402,-7.565066349975064
0.5363871517792023,-7.58686308391858
0.4920698122516889,-7.608514670265707
0.4476664854231928,-7.629995493529424
0.40316926916020407,-7.651279938222708
0.3585702613292137,-7.672342388858538
0.31386155979671276,-7.693157229949891
0.26903526242919157,-7.713698846009746
0.22408346709314356,-7.73394162155108
0.17899883331897165,-7.753861492828039
0.13378426137829824,-7.7734626887788
0.08845159437417925,-7.792774145215691
0.04301297599620437,-7.8118256283987195
-0.002519450066036754,-7.830646904587892
-0.04813354012295444,-7.849267740043217
-0.09381715048495903,-7.8677179010247
-0.1395581374624608,-7.886027153792349
-0.18534435736587018,-7.904225264606171
-0.23116366650559908,-7.922341999726176
-0.27700392119205464,-7.9404071254123645
-0.32285297773564864,-7.958450407924749
-0.3686986924467917,-7.976501613523336
-0.4145289216358938,-7.994590508468131
-0.4603315216133655,-8.012746859019142
-0.5060966301080954,-8.030994872590288
-0.5518243411725747,-8.049334497271273
-0.5975174641627359,-8.067759065112684
-0.6431788084954417,-8.08626190801663
-0.6888111835875605,-8.104836357885219
-0.7344173988559587,-8.123475746620564
-0.7800002637175026,-8.142173406124776
-0.825562587589059,-8.160922668299959
-0.8711071798874939,-8.179716865048231
-0.9166369301842952,-8.198549119722012
-0.9621579532207254,-8.21740416429061
-1.0076806176148936,-8.236255662806634
-1.0532155828367495,-8.255076522572073
-1.0987735083562467,-8.27383965088891
-1.144365053643338,-8.292517955059129
-1.1900008781679756,-8.311084342384715
-1.2356916414001118,-8.329511720167652
-1.2814480028096993,-8.347772995709924
-1.3272806146707292,-8.365841094014355
-1.3731962378142688,-8.383698512369886
-1.4191913235032168,-8.401353107845436
-1.4652606350619264,-8.418816889550941
-1.5113989358147562,-8.436101866596344
-1.5576009890860618,-8.453220048091582
-1.6038615582001998,-8.470183443146595
-1.6501754064815273,-8.487004060871328
-1.6965372972543997,-8.503693910375718
-1.7429419938431738,-8.520265000769704
-1.7893842595722063,-8.536729341163225
-1.835858857765855,-8.553098940666226
-1.882360551748473,-8.569385808388645
-1.9288843157977726,-8.585601703244848
-1.9754270616475191,-8.601756086281384
-2.0219867432841343,-8.617857182408969
-2.0685613247338863,-8.633913204630831
-2.1151487700230454,-8.649932365950196
-2.1617470431778782,-8.665922879370289
-2.2083541082246554,-8.681892957894341
-2.2549679291896476,-8.697850814525577
-2.301586470099118,-8.713804662267222
-2.34820769497934,-8.729762714122504
-2.394828356076498,-8.745735899590498
-2.44143585770568,-8.76175610380108
-2.4880132558992227,-8.777864959603384
-2.5345435825432427,-8.79410415397609
-2.5810098695238572,-8.810515373897866
-2.627395148727184,-8.827140306347395
-2.673682452039342,-8.844020638303354
-2.7198548113464454,-8.861198056744412
-2.765895258534612,-8.878714248649255
-2.8117868254899605,-8.896610900996551
-2.8575170528731255,-8.914918374668325
-2.9031060699325217,-8.933585167616101
-2.9485883298373325,-8.952523795927501
-2.9939983474868908,-8.971646620623245
-3.039370637780531,-8.990866002724074
-3.0847397156175824,-9.010094303250705
-3.130140095897379,-9.029243883223872
-3.1756062935192535,-9.048227103664306
-3.221172823382539,-9.066956325592733
