# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
0.0000000,-0.1883287,-0.1989357,-1.3585342,-0.4437088,4.0000000,0.0000000
0.0998086,-0.0894218,-0.1797993,-1.3995308,-0.3668703,4.0000000,0.0000000
0.1996173,0.0088513,-0.1644946,-1.4315382,-0.2744807,4.0000000,0.0000000
0.2994259,0.1068900,-0.1519419,-1.4536795,-0.1723474,4.0000000,0.0000000
0.3992345,0.2050940,-0.1410613,-1.4654730,-0.0662037,4.0000000,0.0000000
0.4990432,0.3038628,-0.1307731,-1.4668020,0.0386856,4.0000000,0.0000000
0.5988518,0.4035960,-0.1199975,-1.4578807,0.1376178,4.0000000,0.0000000
0.6986604,0.5031050,-0.1078681,-1.4400632,0.1840834,4.0000000,0.0000000
0.7984691,0.5990535,-0.0945222,-1.4265156,0.0972105,4.0000000,0.0000000
0.8982777,0.6962853,-0.0800536,-1.4209416,0.0173481,4.0000000,0.0000000
0.9980864,0.7946597,-0.0652407,-1.4229874,-0.0577163,4.0000000,0.0000000
1.0978950,0.8940356,-0.0508621,-1.4324293,-0.1299195,4.0000000,0.0000000
1.1977036,0.9942720,-0.0376963,-1.4491581,-0.2008524,4.0000000,0.0000000
1.2975123,1.0952282,-0.0265217,-1.4731567,-0.2716877,4.0000000,-4.3674098
1.3973209,1.1968416,-0.0181117,-1.5044969,-0.3423304,3.8894973,-6.7994095
1.4971295,1.3058252,-0.0129328,-1.5423478,-0.3545361,3.7109177,-7.1095272
1.5969382,1.4137597,-0.0119790,-1.5821470,-0.3865678,3.5145022,-7.1528805
1.6967468,1.5191090,-0.0154142,-1.6256369,-0.4437175,3.3051304,-6.8751889
1.7965554,1.6203367,-0.0234019,-1.6750098,-0.5365463,3.0905470,-6.3260312
1.8963641,1.7159066,-0.0361058,-1.7332553,-0.6845430,2.8790095,-5.3277268
1.9961727,1.8042825,-0.0536897,-1.8047067,-0.9234738,2.6879712,-3.4383439
2.0959813,1.8932522,-0.0795181,-1.9081890,-1.3093547,2.5571149,-1.1877856
2.1957900,1.9925108,-0.1233773,-2.0729890,-1.7157523,2.5103255,0.0000000
2.2955986,2.0741838,-0.1781827,-2.2538081,-1.9042378,2.5103255,0.0000000
2.3954073,2.1415011,-0.2436247,-2.4276633,-1.7358348,2.5103255,1.0612312
2.4952159,2.1976926,-0.3193934,-2.5725011,-1.3087472,2.5521705,3.4753784
2.5950245,2.2426380,-0.3988596,-2.6780393,-1.0743211,2.6846451,4.2570243
2.6948332,2.2801318,-0.4838334,-2.7722248,-0.9560291,2.8385023,4.2971823
2.7946418,2.3112827,-0.5764542,-2.8603452,-0.8499142,2.9857808,4.4231113
2.8944504,2.3356733,-0.6764843,-2.9428978,-0.7560199,3.1301464,4.5926556
2.9942591,2.3528859,-0.7836859,-3.0203883,-0.6735911,3.2733148,3.0746448
3.0940677,2.3616739,-0.8832015,-3.0873051,-0.7058354,3.3657602,-3.3895484
3.1938763,2.3634861,-0.9787495,3.1235998,-0.8083618,3.2636988,-2.6483969
3.2936850,2.3576620,-1.0765763,3.0387691,-0.9237918,3.1816763,-1.7816878
3.3934936,2.3426292,-1.1753532,2.9403124,-1.0461641,3.1252853,-0.8457318
3.4933022,2.3168151,-1.2737518,2.8277799,-1.1620742,3.0981584,0.0000000
3.5931109,2.2786474,-1.3704433,2.7019484,-1.2501842,3.0981584,0.0000000
3.6929195,2.2298771,-1.4589811,2.5750965,-1.1814119,3.0981584,0.6601167
3.7927281,2.1750466,-1.5360152,2.4745009,-0.9546413,3.1193519,2.7109998
3.8925368,2.1114254,-1.6099535,2.3905286,-0.7750446,3.2049210,4.0391150
3.9923454,2.0405078,-1.6805895,2.3201790,-0.6371362,3.3283323,4.9419352
4.0921541,1.9637879,-1.7477165,2.2608011,-0.5328119,3.4733689,5.5720015
4.1919627,1.8827597,-1.8111282,2.2101970,-0.4545911,3.6299530,6.0100535
4.2917713,1.7989175,-1.8706178,2.1665912,-0.3965838,3.7916051,6.2986044
4.3915800,1.7133768,-1.9262149,2.1284029,-0.3517817,3.9539322,1.8356144
4.4913886,1.6190174,-1.9828034,2.0956338,-0.2411128,4.0000000,0.0000000
4.5911972,1.5259707,-2.0353523,2.0764077,-0.1151028,4.0000000,-1.0091958
4.6910059,1.4353643,-2.0850949,2.0718686,0.0324553,3.9747386,-9.0388164
4.7908145,1.3483254,-2.1332648,2.0836329,0.2116001,3.7408880,-6.4558155
4.8906231,1.2659815,-2.1810952,2.1139769,0.4363592,3.5644847,-3.2835638
4.9904318,1.1894599,-2.2298196,2.1659442,0.7233500,3.4713247,-0.7258875
5.0902404,1.1117265,-2.2871641,2.2505616,0.9469910,3.4503906,-0.6864379
5.1900490,1.0333752,-2.3572963,2.3514889,0.9613697,3.4304767,-0.5235172
5.2898577,0.9654384,-2.4313500,2.4461658,0.9111647,3.4152112,-1.0531289
5.3896663,0.9062906,-2.5087399,2.5300912,0.8024738,3.3842938,-2.4172933
5.4894750,0.8543062,-2.5888805,2.5997992,0.6506264,3.3122366,-4.6703560
5.5892836,0.8068405,-2.6731458,2.6558711,0.5831257,3.1683793,-5.0655810
5.6890922,0.7626798,-2.7638038,2.7238543,0.7681482,3.0045715,-4.0489268
5.7889009,0.7260104,-2.8566573,2.8104188,0.9673763,2.8669172,-3.1565065
5.8887095,0.6986506,-2.9518259,2.9161673,1.1652856,2.7548359,-2.5910504
5.9885181,0.6824185,-3.0494295,3.0401608,1.3304694,2.6593049,-1.9755044
6.0883268,0.6789930,-3.1444990,-3.1094906,1.5012219,2.5840971,-0.9044302
6.1881354,0.6887410,-3.2368344,-2.9601127,1.7077943,2.5489248,0.0000000
6.2879440,0.7137075,-3.3286592,-2.7898916,1.8470012,2.5489248,0.0000000
6.3877527,0.7563412,-3.4182556,-2.6050485,1.8454362,2.5489248,0.0101678
6.4875613,0.8190908,-3.5039060,-2.4166132,1.6748570,2.5493230,1.1150246
6.5873699,0.8950144,-3.5764065,-2.2558075,1.2874474,2.5926098,3.3462604
6.6871786,0.9677921,-3.6299793,-2.1617360,0.8313243,2.7183813,5.8568484
6.7869872,1.0496157,-3.6808564,-2.0972602,0.5292787,2.9255299,7.0000000
6.8867958,1.1380805,-3.7296003,-2.0550888,0.3181601,3.1553203,7.0000000
6.9866045,1.2307819,-3.7767733,-2.0307445,0.1559486,3.3694758,7.0000000
7.0864131,1.3253151,-3.8229379,-2.0218912,0.0137115,3.5708105,7.0000000
7.1862218,1.4192756,-3.8686566,-2.0279356,-0.1324373,3.7613839,0.8025472
7.2860304,1.5104236,-3.9145774,-2.0500222,-0.3073737,3.7826196,-6.9308467
7.3858390,1.6111269,-3.9693770,-2.0898999,-0.3922068,3.5950931,-6.1706222
7.4856477,1.7041203,-4.0253968,-2.1379877,-0.4985386,3.4194929,-5.2915530
7.5854563,1.7891300,-4.0829199,-2.1956479,-0.6306919,3.2613872,-4.2487973
7.6852649,1.8658826,-4.1422294,-2.2643398,-0.7918672,3.1286599,-2.9731213
7.7850736,1.9341043,-4.2036087,-2.3454605,-0.9817132,3.0323302,-1.3591124
7.8848822,1.9935215,-4.2673409,-2.4400423,-1.1924268,2.9872603,-1.3511031
7.9846908,2.0545847,-4.3496180,-2.5664119,-1.2266262,2.9417717,-1.0922573
8.0844995,2.1051620,-4.4394150,-2.6895704,-1.1513987,2.9044771,-1.8626270
8.1843081,2.1436209,-4.5312618,-2.7984708,-1.0282250,2.8397491,-3.2506514
8.2841167,2.1718003,-4.6237635,-2.8909001,-0.8792743,2.7231027,-5.0713031
8.3839254,2.1915391,-4.7155251,-2.9660073,-0.7185098,2.5304088,-4.8341448
8.4837340,2.2046279,-4.8159132,-3.0680001,-1.3177397,2.3319499,-2.1490663
8.5835426,2.2044864,-4.9135742,3.0544416,-1.9666470,2.2380794,0.0000000
8.6833513,2.1861483,-5.0084542,2.8398607,-2.3956881,2.2380794,0.0000000
8.7831599,2.1446478,-5.1004993,2.5981664,-2.2817543,2.2380794,0.5706942
8.8829686,2.0931172,-5.1704555,2.4266896,-1.5552523,2.2633868,4.0325674
8.9827772,2.0333484,-5.2318653,2.3213541,-0.9528829,2.4347258,6.3514154
9.0825858,1.9623086,-5.2932714,2.2519535,-0.5586107,2.6824880,7.0000000
9.1823945,1.8817566,-5.3554893,2.2094030,-0.2977213,2.9313927,7.0000000
9.2822031,1.7934513,-5.4193348,2.1874637,-0.1168857,3.1607568,7.0000000
9.3820117,1.6991518,-5.4856235,2.1821112,0.0170485,3.3745673,7.0000000
9.4818204,1.6111320,-5.5476642,2.1888442,0.0968486,3.5756154,7.0000000
9.5816290,1.5293258,-5.6065402,2.2012919,0.1499936,3.7659456,7.0000000
9.6814376,1.4472529,-5.6675319,2.2194458,0.2058803,3.9471087,-0.9253037
9.7812463,1.3662144,-5.7304598,2.2437534,0.2697375,3.9236413,-7.1466500
9.8810549,1.2875112,-5.7951444,2.2750382,0.3474530,3.7374277,-6.3266815
9.9808635,1.2124443,-5.8614063,2.3145566,0.4465263,3.5644707,-5.2752365
10.0806722,1.1423145,-5.9290658,2.3640973,0.5771129,3.4135645,-3.8324750
10.1804808,1.0781380,-5.9982715,2.4264392,0.7501818,3.2996052,-3.7448472
10.2802895,1.0050005,-6.0904214,2.5151169,0.7564197,3.1843144,-4.2269648
10.3800981,0.9440186,-6.1825785,2.5990462,0.7627497,3.0489479,-4.7985752
10.4799067,0.8942861,-6.2729655,2.6783508,0.7763601,2.8875950,-5.4137484
10.5797154,0.8548971,-6.3598053,2.7536605,0.8072141,2.6939798,-6.0300313
10.6795240,0.8249454,-6.4413207,2.8262024,0.8717518,2.4604530,-6.2750428
10.7793326,0.8002245,-6.5295738,2.9152556,1.1923959,2.1911690,-2.4822051
10.8791413,0.7845986,-6.6364638,3.0961944,2.2104947,2.0750255,0.0000000
10.9789499,0.7911754,-6.7294151,-2.9455350,2.7869833,2.0750255,0.0000000
11.0787585,0.8196910,-6.8161814,-2.7131511,2.1200271,2.0750255,2.8717340
11.1785672,0.8570783,-6.8840138,-2.5678997,1.6617642,2.2088410,3.8922881
11.2783758,0.9077662,-6.9524443,-2.4469571,1.1898003,2.3782234,5.2705535
11.3781844,0.9750323,-7.0251975,-2.3504055,0.7875020,2.5899884,6.7174052
11.4779931,1.0611685,-7.1038518,-2.2767726,0.5015224,2.8370671,7.0000000
11.5778017,1.1492051,-7.1752009,-2.2306447,0.2936970,3.0734786,7.0000000
11.6776103,1.2188537,-7.2281046,-2.2124428,0.1358064,3.2929609,7.0000000
11.7774190,1.2941206,-7.2838100,-2.2051015,0.0279516,3.4987016,7.0000000
11.8772276,1.3736030,-7.3422948,-2.2065612,-0.0539216,3.6929979,7.0000000
11.9770363,1.4558984,-7.4035367,-2.2157359,-0.1233092,3.8775707,4.8314733
12.0768449,1.5396041,-7.4675134,-2.2321919,-0.1887586,4.0000000,0.0000000
12.1766535,1.6233174,-7.5342026,-2.2559845,-0.2565693,4.0000000,0.0000000
12.2764622,1.7056357,-7.6035821,-2.2875857,-0.3322249,4.0000000,0.0000000
12.3762708,1.7842146,-7.6746945,-2.3257319,-0.3701972,4.0000000,0.0000000
12.4760794,1.8587493,-7.7476120,-2.3649389,-0.3826174,4.0000000,0.0000000
12.5758881,1.9295626,-7.8226200,-2.4052692,-0.4002197,4.0000000,0.0000000
12.6756967,1.9963351,-7.8994329,-2.4471416,-0.4236229,4.0000000,0.0000000
12.7755053,2.0587474,-7.9777650,-2.4910129,-0.4536318,4.0000000,-3.7679767
12.8753140,2.1164802,-8.0573306,-2.5373870,-0.4912523,3.9048491,-4.2583631
12.9751226,2.1692139,-8.1378441,-2.5868236,-0.5376957,3.7944438,-3.9059816
13.0749312,2.2166293,-8.2190199,-2.6399448,-0.5943573,3.6902713,-3.8808241
13.1747399,2.2639302,-8.3122246,-2.7045728,-0.6321660,3.5837722,-3.8619179
13.2745485,2.3060830,-8.4112331,-2.7741319,-0.6616897,3.4745529,-3.9957146
13.3743572,2.3400223,-8.5095352,-2.8448173,-0.6991597,3.3578124,-4.1056203
13.4741658,2.3659047,-8.6064578,-2.9172670,-0.7472296,3.2334735,-4.1826139
13.5739744,2.3838862,-8.7013279,-2.9922820,-0.8092104,3.1016817,-4.1885407
13.6737831,2.3941231,-8.7934725,-3.0708518,-0.8892499,2.9638361,-4.0368840
13.7735917,2.3967266,-8.8854109,3.1258163,-0.9980728,2.8246225,-3.4237073
13.8734003,2.3887306,-8.9942671,3.0074910,-1.1756300,2.7009371,-2.6612467
13.9732090,2.3684194,-9.0954156,2.8758222,-1.3806900,2.6007365,-1.7457236
14.0730176,2.3359875,-9.1879676,2.7296971,-1.5983961,2.5328549,-0.7338564
14.1728262,2.2916294,-9.2710341,2.5693852,-1.7971589,2.5037699,0.0000000
14.2726349,2.2355210,-9.3437463,2.3973668,-1.9142226,2.5037699,0.0000000
14.3724435,2.1677209,-9.4057990,2.2298741,-1.7001377,2.5037699,1.3420689
14.4722521,2.0890356,-9.4577658,2.0840932,-1.3831160,2.5567095,2.9588978
14.5720608,2.0001638,-9.5007488,1.9637992,-1.0600744,2.6697211,4.4444143
14.6718694,1.9018039,-9.5358503,1.8681894,-0.7823876,2.8310056,5.7294818
14.7716780,1.7959894,-9.5638685,1.7950540,-0.5676591,3.0262677,6.8012098
14.8714867,1.7067141,-9.5819485,1.7474830,-0.4811968,3.2428283,6.9397656
14.9712953,1.6129996,-9.5965911,1.7051447,-0.4147756,3.4498162,7.0000000
15.0711040,1.5153415,-9.6078578,1.6670074,-0.3635584,3.6467181,7.0000000
15.1709126,1.4142356,-9.6158101,1.6322359,-0.3240096,3.8335198,6.5331324
15.2707212,1.3101776,-9.6205095,1.6001467,-0.2935581,4.0000000,0.0000000
15.3705299,1.2036632,-9.6220176,1.5701727,-0.2703401,4.0000000,0.0000000
15.4703385,1.1030369,-9.6206113,1.5436224,-0.2606799,4.0000000,0.0000000
15.5701471,1.0058251,-9.6167398,1.5184029,-0.2580240,4.0000000,0.0000000
15.6699558,0.9075425,-9.6103349,1.4930568,-0.2568968,4.0000000,0.0000000
15.7697644,0.8083844,-9.6013337,1.4674753,-0.2571743,4.0000000,0.0000000
15.8695730,0.7085463,-9.5896732,1.4415551,-0.2587590,4.0000000,0.0000000
15.9693817,0.6082235,-9.5752902,1.4151967,-0.2615748,4.0000000,0.0000000
16.0691903,0.5076113,-9.5581217,1.3883040,-0.2655614,4.0000000,0.0000000
16.1689989,0.4082835,-9.5383985,1.3611821,-0.2695875,4.0000000,0.0000000
16.2688076,0.3115850,-9.5164672,1.3343024,-0.2727651,4.0000000,0.0000000
16.3686162,0.2151562,-9.4918310,1.3069486,-0.2770844,4.0000000,0.0000000
16.4684249,0.1191744,-9.4644635,1.2790305,-0.2825200,4.0000000,0.0000000
16.5682335,0.0238169,-9.4343382,1.2504591,-0.2890520,4.0000000,0.0000000
16.6680421,-0.0707393,-9.4014286,1.2211462,-0.2966629,4.0000000,0.0000000
16.7678508,-0.1643168,-9.3657083,1.1910048,-0.3053349,4.0000000,0.0000000
16.8676594,-0.2567385,-9.3271507,1.1599489,-0.3150465,4.0000000,0.0000000
16.9674680,-0.3483958,-9.2854684,1.1279891,-0.3183583,4.0000000,0.0000000
17.0672767,-0.4386826,-9.2408622,1.0958061,-0.3210021,4.0000000,0.0000000
17.1670853,-0.5272729,-9.1934750,1.0633631,-0.3250445,4.0000000,0.0000000
17.2668939,-0.6139968,-9.1433822,1.0305462,-0.3305145,4.0000000,0.0000000
17.3667026,-0.6986842,-9.0906588,0.9972399,-0.3374482,4.0000000,0.0000000
17.4665112,-0.7811652,-9.0353802,0.9633265,-0.3458873,4.0000000,0.0000000
17.5663198,-0.8612698,-8.9776216,0.9286864,-0.3558767,4.0000000,0.0000000
17.6661285,-0.9398542,-8.9166324,0.8927456,-0.3654093,4.0000000,0.0000000
17.7659371,-1.0181827,-8.8510839,0.8551408,-0.3711389,4.0000000,0.0000000
17.8657457,-1.0934136,-8.7831351,0.8171666,-0.3782493,4.0000000,0.0000000
17.9655544,-1.1654156,-8.7129266,0.7787074,-0.3868211,4.0000000,0.0000000
18.0653630,-1.2340574,-8.6405991,0.7396429,-0.3969353,4.0000000,0.0000000
18.1651717,-1.2992079,-8.5662934,0.6998488,-0.4086708,4.0000000,0.0000000
18.2649803,-1.3607357,-8.4901501,0.6591969,-0.4221011,4.0000000,0.0000000
18.3647889,-1.4189495,-8.4116906,0.6172341,-0.4356942,4.0000000,0.0000000
18.4645976,-1.4762821,-8.3269650,0.5725414,-0.4378829,4.0000000,0.0000000
18.5644062,-1.5292508,-8.2406356,0.5281006,-0.4395139,4.0000000,0.0000000
18.6642148,-1.5778878,-8.1528675,0.4839316,-0.4407113,4.0000000,0.0000000
18.7640235,-1.6222250,-8.0638257,0.4400443,-0.4416037,4.0000000,0.0000000
18.8638321,-1.6622944,-7.9736751,0.3964385,-0.4423221,4.0000000,0.0000000
18.9636407,-1.6981280,-7.8825808,0.3531039,-0.4429965,4.0000000,0.0000000
19.0634494,-1.7301876,-7.7893680,0.3094669,-0.4401638,4.0000000,0.0000000
19.1632580,-1.7585664,-7.6934339,0.2659416,-0.4292493,4.0000000,0.0000000
19.2630666,-1.7827144,-7.5967604,0.2238609,-0.4147457,4.0000000,0.0000000
19.3628753,-1.8028188,-7.4993406,0.1834528,-0.3971832,4.0000000,0.0000000
19.4626839,-1.8190664,-7.4011678,0.1449065,-0.3771457,4.0000000,0.0000000
19.5624926,-1.8316442,-7.3022353,0.1083724,-0.3552285,4.0000000,0.0000000
19.6623012,-1.8407393,-7.2025362,0.0739626,-0.3320028,4.0000000,0.0000000
19.7621098,-1.8464188,-7.1049280,0.0426734,-0.3078413,4.0000000,0.0000000
19.8619185,-1.8491635,-7.0068232,0.0136704,-0.2831503,4.0000000,0.0000000
19.9617271,-1.8491714,-6.9079412,-0.0131002,-0.2583450,4.0000000,0.0000000
20.0615357,-1.8466219,-6.8082557,-0.0376320,-0.2337618,4.0000000,0.0000000
20.1613444,-1.8416940,-6.7077403,-0.0599379,-0.2096647,4.0000000,0.0000000
20.2611530,-1.8345669,-6.6063686,-0.0800466,-0.1862510,4.0000000,0.0000000
20.3609616,-1.8255505,-6.5054430,-0.0977740,-0.1634048,4.0000000,0.0000000
20.4607703,-1.8152648,-6.4082088,-0.1126413,-0.1409832,4.0000000,0.0000000
20.5605789,-1.8035303,-6.3102670,-0.1254995,-0.1199665,4.0000000,0.0000000
20.6603875,-1.7905300,-6.2116957,-0.1364324,-0.1001681,4.0000000,0.0000000
20.7601962,-1.7764473,-6.1125727,-0.1455129,-0.0814048,4.0000000,0.0000000
20.8600048,-1.7614652,-6.0129761,-0.1528028,-0.0634992,4.0000000,0.0000000
20.9598134,-1.7457670,-5.9129838,-0.1583528,-0.0462797,4.0000000,0.0000000
21.0596221,-1.7295800,-5.8129435,-0.1621958,-0.0297726,4.0000000,0.0000000
21.1594307,-1.7133317,-5.7144117,-0.1644216,-0.0148547,4.0000000,0.0000000
21.2592394,-1.6969091,-5.6157361,-0.1651699,-0.0001287,4.0000000,0.0000000
21.3590480,-1.6804754,-5.5170018,-0.1644483,0.0145528,4.0000000,0.0000000
21.4588566,-1.6641939,-5.4182937,-0.1622545,0.0293360,4.0000000,0.0000000
21.5586653,-1.6482277,-5.3196971,-0.1585766,0.0443677,4.0000000,0.0000000
21.6584739,-1.6327402,-5.2212971,-0.1533930,0.0597969,4.0000000,0.0000000
21.7582825,-1.6178945,-5.1231786,-0.1466719,0.0757767,4.0000000,0.0000000
21.8580912,-1.6035149,-5.0230339,-0.1383496,0.0883702,4.0000000,0.0000000
21.9578998,-1.5900628,-4.9230064,-0.1288041,0.1008512,4.0000000,0.0000000
22.0577084,-1.5776922,-4.8233729,-0.1180383,0.1136784,4.0000000,0.0000000
22.1575171,-1.5665160,-4.7241323,-0.1060311,0.1268508,4.0000000,0.0000000
22.2573257,-1.5566471,-4.6252835,-0.0927620,0.1403593,4.0000000,0.0000000
22.3571343,-1.5481984,-4.5268251,-0.0782115,0.1541853,4.0000000,0.0000000
22.4569430,-1.5412827,-4.4287560,-0.0623620,0.1682990,4.0000000,0.0000000
22.5567516,-1.5358992,-4.3287462,-0.0450844,0.1755921,4.0000000,0.0000000
22.6565603,-1.5322751,-4.2286701,-0.0272180,0.1811274,4.0000000,0.0000000
22.7563689,-1.5304691,-4.1288652,-0.0088874,0.1860266,4.0000000,0.0000000
22.8561775,-1.5305139,-4.0292567,0.0098577,0.1902232,4.0000000,0.0000000
22.9559862,-1.5324425,-3.9297694,0.0289638,0.1936596,4.0000000,0.0000000
23.0557948,-1.5362875,-3.8303286,0.0483739,0.1962890,4.0000000,0.0000000
23.1556034,-1.5420818,-3.7308591,0.0680283,0.1980768,4.0000000,0.0000000
23.2554121,-1.5497360,-3.6322324,0.0864991,0.1752667,4.0000000,0.0000000
23.3552207,-1.5591265,-3.5334880,0.1027518,0.1524805,4.0000000,0.0000000
23.4550293,-1.5700442,-3.4346016,0.1167972,0.1299318,4.0000000,0.0000000
23.5548380,-1.5822798,-3.3355532,0.1286514,0.1076884,4.0000000,0.0000000
23.6546466,-1.5956241,-3.2363227,0.1383337,0.0857889,4.0000000,0.0000000
23.7544552,-1.6098676,-3.1368901,0.1458655,0.0642480,4.0000000,0.0000000
23.8542639,-1.6247854,-3.0373376,0.1512572,0.0412075,4.0000000,0.0000000
23.9540725,-1.6399356,-2.9388026,0.1531116,-0.0038830,4.0000000,0.0000000
24.0538811,-1.6550768,-2.8400712,0.1504904,-0.0485558,4.0000000,0.0000000
24.1536898,-1.6697520,-2.7411786,0.1434046,-0.0932222,4.0000000,0.0000000
24.2534984,-1.6835036,-2.6421599,0.1318392,-0.1382475,4.0000000,0.0000000
24.3533071,-1.6958745,-2.5430504,0.1157571,-0.1839160,4.0000000,0.0000000
24.4531157,-1.7064074,-2.4438851,0.0951064,-0.2303923,4.0000000,0.0000000
24.5529243,-1.7146468,-2.3446695,0.0698226,-0.2772193,4.0000000,0.0000000
24.6527330,-1.7201650,-2.2450153,0.0401378,-0.3176722,4.0000000,0.0000000
24.7525416,-1.7225199,-2.1454155,0.0064667,-0.3582138,4.0000000,0.0000000
24.8523502,-1.7213233,-2.0459092,-0.0311801,-0.3982041,4.0000000,0.0000000
24.9521589,-1.7161870,-1.9465358,-0.0727412,-0.4367536,4.0000000,0.0000000
25.0519675,-1.7067228,-1.8473346,-0.1180882,-0.4727299,4.0000000,0.0000000
25.1517761,-1.6925426,-1.7483449,-0.1670095,-0.5048030,4.0000000,0.0000000
25.2515848,-1.6733301,-1.6499288,-0.2190138,-0.5292961,4.0000000,0.0000000
25.3513934,-1.6497447,-1.5554865,-0.2703985,-0.5266385,4.0000000,0.0000000
