# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
18.6441519,1.8482744,-5.4458028,-0.9367309,0.6887340,3.2558406,-4.2244730
18.7438533,1.9369990,-5.3747628,-0.8525053,0.7968258,3.1238000,-3.6874890
18.8435546,2.0131792,-5.3020170,-0.7622214,0.9212752,3.0038028,-3.0462912
18.9432560,2.0772241,-5.2282550,-0.6654614,1.0639680,2.9009296,-2.2195643
19.0429573,2.1295426,-5.1541669,-0.5617817,1.2267245,2.8236157,-1.0435360
19.1426587,2.1705436,-5.0804423,-0.4507127,1.4110569,2.7865250,0.0000000
19.2423600,2.2078242,-4.9859455,-0.2986287,1.5454514,2.7865250,0.0000000
19.3420614,2.2299630,-4.8871882,-0.1434852,1.4826188,2.7865250,0.4878775
19.4417627,2.2372137,-4.7901530,-0.0096034,1.2424532,2.8039269,1.3055359
19.5414640,2.2329304,-4.6945008,0.0936747,0.9037994,2.8499707,-3.9519696
19.6411654,2.2204289,-4.6017105,0.1780839,1.0973141,2.7081912,-1.3028854
19.7408667,2.1985240,-4.5108280,0.3014499,1.5120663,2.6597934,0.0000000
19.8405681,2.1627099,-4.4208767,0.4593588,1.6962327,2.6597934,0.0000000
19.9402694,2.1085192,-4.3318949,0.6326002,1.5800432,2.6597934,0.8219826
20.0399708,2.0430503,-4.2553830,0.7772190,1.2210238,2.6904287,3.1617336
20.1396721,1.9814018,-4.1982137,0.8640620,0.8716026,2.8051497,5.1414773
20.2393735,1.9099722,-4.1415055,0.9319109,0.6341073,2.9822959,6.3601934
20.3390748,1.8296435,-4.0852718,0.9855093,0.4707214,3.1878408,7.0000000
20.4387762,1.7412972,-4.0295256,1.0282921,0.3559379,3.3997276,7.0000000
20.5384775,1.6458152,-3.9742802,1.0627222,0.2732816,3.5991619,7.0000000
20.6381789,1.5440791,-3.9195488,1.0905696,0.2121673,3.7881111,7.0000000
20.7378802,1.4503594,-3.8718614,1.1077193,0.1087863,3.9680731,1.2757891
20.8375816,1.3562025,-3.8253178,1.1140078,0.0126069,4.0000000,-9.2208854
20.9372829,1.2616674,-3.7787445,1.1104320,-0.0812029,3.7631543,-9.7294618
21.0369843,1.1686347,-3.7319165,1.0967011,-0.1857861,3.4958904,-8.6710604
21.1366856,1.0789854,-3.6846084,1.0715543,-0.3172771,3.2391692,-7.5043601
21.2363869,0.9946003,-3.6365953,1.0325086,-0.4997472,2.9993045,-5.9630652
21.3360883,0.9173601,-3.5876518,0.9753449,-0.7732942,2.7940608,-4.0470718
21.4357896,0.8377800,-3.5282938,0.8781547,-1.1361685,2.6457095,-2.7796110
21.5354910,0.7534203,-3.4473617,0.7283517,-1.4305119,2.5388023,-1.6424375
21.6351923,0.6908675,-3.3650168,0.5663826,-1.6929625,2.4734613,-0.9596467
21.7348937,0.6475023,-3.2826178,0.3998634,-1.8628306,2.4344721,-0.9143129
21.8345950,0.6207053,-3.2015232,0.2377729,-1.9085999,2.3967349,-0.0723298
21.9342964,0.6072286,-3.1138956,0.0646110,-2.0816486,2.3937241,0.0000000
22.0339977,0.6105687,-3.0200925,-0.1360049,-2.0942718,2.3937241,0.0000000
22.1336991,0.6325710,-2.9264809,-0.3183328,-1.6439381,2.3937241,2.5803738
22.2334004,0.6727700,-2.8297737,-0.4593439,-1.0632911,2.4988895,5.3603332
22.3331018,0.7186307,-2.7465683,-0.5443321,-0.8156284,2.7043139,6.0350535
22.4328031,0.7670416,-2.6726020,-0.6139709,-0.7637186,2.9183419,5.4956227
22.5325045,0.8245875,-2.5968529,-0.6848085,-0.7275854,3.1004131,5.0060407
22.6322058,0.8917263,-2.5205041,-0.7573182,-0.6996722,3.2574192,4.5759328
