# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
0.0000000,-0.0645102,-0.3007785,-1.5649916,0.0676073,4.0000000,0.0000000
0.0999986,0.0331203,-0.2999132,-1.5591107,0.0530869,4.0000000,0.0000000
0.1999971,0.1317684,-0.2985243,-1.5545458,0.0396306,4.0000000,0.0000000
0.2999957,0.2312712,-0.2967321,-1.5512373,0.0269947,4.0000000,0.0000000
0.3999942,0.3314657,-0.2946569,-1.5491396,0.0149639,4.0000000,0.0000000
0.4999928,0.4321889,-0.2924191,-1.5482205,0.0033437,4.0000000,0.0000000
0.5999913,0.5332777,-0.2901389,-1.5484597,-0.0080456,4.0000000,0.0000000
0.6999899,0.6345692,-0.2879368,-1.5498487,-0.0193747,4.0000000,0.0000000
0.7999885,0.7381234,-0.2858931,-1.5525343,-0.0344196,4.0000000,0.0000000
0.8999870,0.8443103,-0.2841866,-1.5572923,-0.0555426,4.0000000,0.0000000
0.9999856,0.9493804,-0.2831164,-1.5643488,-0.0794187,4.0000000,0.0000000
1.0999841,1.0525918,-0.2829217,-1.5739584,-0.1078275,4.0000000,0.0000000
1.1999827,1.1532026,-0.2838414,-1.5865076,-0.1432093,4.0000000,-2.3620165
1.2999812,1.2504708,-0.2861145,-1.6025573,-0.1891363,3.9405080,-8.5291375
1.3999798,1.3436546,-0.2899799,-1.6229118,-0.2511151,3.7177682,-7.8840002
1.4999783,1.4399537,-0.2963064,-1.6513080,-0.3361365,3.4992890,-7.2021495
1.5999769,1.5554591,-0.3081209,-1.6962307,-0.4440557,3.2870373,-6.4343749
1.6999755,1.6606626,-0.3241661,-1.7505512,-0.5847622,3.0850864,-5.5781386
1.7999740,1.7560192,-0.3445867,-1.8158824,-0.7643120,2.8986456,-4.6387614
1.8999726,1.8419837,-0.3695274,-1.8937514,-0.9848592,2.7339362,-3.3407531
1.9999711,1.9221734,-0.4005332,-1.9896974,-1.2722463,2.6088822,-0.6709406
2.0999697,2.0100420,-0.4474016,-2.1390804,-1.6979801,2.5830370,0.0000000
2.1999682,2.0862140,-0.5056839,-2.3103925,-1.7985395,2.5830370,0.0000000
2.2999668,2.1532313,-0.5782108,-2.4758974,-1.4996210,2.5830370,1.9944086
2.3999654,2.2092949,-0.6604663,-2.6035367,-1.0704542,2.6591270,4.4308654
2.4999639,2.2493200,-0.7342283,-2.6816379,-0.8064926,2.8208361,5.5826444
2.5999625,2.2871782,-0.8175796,-2.7458543,-0.6087881,3.0122465,6.4760822
2.6999610,2.3230221,-0.9105213,-2.7987388,-0.4622324,3.2200663,7.0000000
2.7999596,2.3570039,-1.0130546,-2.8424371,-0.3536011,3.4305694,7.0000000
2.8999581,2.3892762,-1.1251808,-2.8786858,-0.2726281,3.6288823,7.0000000
2.9999567,2.4136066,-1.2202275,-2.9020379,-0.1994726,3.8169053,7.0000000
3.0999552,2.4351307,-1.3116722,-2.9178943,-0.1411045,3.9960914,0.1562718
3.1999538,2.4561680,-1.4068145,-2.9293284,-0.0955335,4.0000000,0.0000000
3.2999524,2.4768891,-1.5049320,-2.9369772,-0.0582602,4.0000000,0.0000000
3.3999509,2.4974650,-1.6053022,-2.9412645,-0.0261822,4.0000000,0.0000000
3.4999495,2.5180664,-1.7072027,-2.9424506,0.0029882,4.0000000,0.0000000
3.5999480,2.5388640,-1.8099109,-2.9406617,0.0310931,4.0000000,0.0000000
3.6999466,2.5600118,-1.9126233,-2.9359313,0.0562421,4.0000000,0.0000000
3.7999451,2.5815041,-2.0141798,-2.9301767,0.0547090,4.0000000,0.0000000
3.8999437,2.6034204,-2.1149194,-2.9245948,0.0536550,4.0000000,0.0000000
3.9999423,2.6256823,-2.2146001,-2.9191483,0.0530745,4.0000000,0.0000000
4.0999408,2.6482113,-2.3129798,-2.9138007,0.0529773,4.0000000,0.0000000
4.1999394,2.6709291,-2.4098167,-2.9085151,0.0533904,4.0000000,0.0000000
4.2999379,2.6937572,-2.5048687,-2.9032535,0.0543611,4.0000000,0.0000000
4.3999365,2.7166172,-2.5978938,-2.8979751,0.0559614,4.0000000,0.0000000
4.4999350,2.7407850,-2.6939915,-2.8926213,0.0443632,4.0000000,0.0000000
4.5999336,2.7666175,-2.7948618,-2.8897454,0.0099100,4.0000000,0.0000000
4.6999322,2.7919535,-2.8933817,-2.8906763,-0.0290075,4.0000000,0.0000000
4.7999307,2.8165276,-2.9901134,-2.8956497,-0.0711990,4.0000000,0.0000000
4.8999293,2.8400743,-3.0856189,-2.9048004,-0.1150742,4.0000000,0.0000000
4.9999278,2.8623283,-3.1804603,-2.9181443,-0.1587169,4.0000000,0.0000000
5.0999264,2.8830242,-3.2751998,-2.9355654,-0.2000173,4.0000000,0.0000000
5.1999249,2.9018820,-3.3703510,-2.9570483,-0.2445809,4.0000000,0.0000000
5.2999235,2.9185427,-3.4663177,-2.9830635,-0.2888573,4.0000000,0.0000000
5.3999220,2.9325897,-3.5634017,-3.0133851,-0.3283705,4.0000000,0.0000000
5.4999206,2.9436021,-3.6618881,-3.0476452,-0.3618440,4.0000000,0.0000000
5.5999192,2.9511592,-3.7620619,-3.0853861,-0.3881378,4.0000000,0.0000000
5.6999177,2.9548402,-3.8642079,-3.1260680,-0.4063824,4.0000000,0.0000000
5.7999163,2.9542244,-3.9686113,3.1141012,-0.4161018,4.0000000,0.0000000
5.8999148,2.9497038,-4.0634184,3.0733199,-0.4447207,4.0000000,0.0000000
5.9999134,2.9410523,-4.1591360,3.0290880,-0.4757193,4.0000000,0.0000000
6.0999119,2.9277615,-4.2560495,2.9810004,-0.5073262,4.0000000,0.0000000
6.1999105,2.9093421,-4.3537507,2.9289808,-0.5388104,4.0000000,0.0000000
6.2999091,2.8853048,-4.4518313,2.8730135,-0.5691137,4.0000000,-2.6873669
6.3999076,2.8551603,-4.5498829,2.8131691,-0.5968582,3.9322429,-2.7479148
6.4999062,2.8184193,-4.6474971,2.7496306,-0.6204057,3.8617301,-2.6688316
6.5999047,2.7747529,-4.7439547,2.6834866,-0.6046100,3.7919917,-3.1188975
6.6999033,2.7246159,-4.8381890,2.6230591,-0.5330402,3.7088314,-4.5461555
6.7999018,2.6689456,-4.9297621,2.5684036,-0.4914099,3.5841613,-5.6079450
6.8999004,2.6090741,-5.0174817,2.5172370,-0.4763636,3.4241261,-6.3646560
6.9998990,2.5463338,-5.1001557,2.4674049,-0.4888115,3.2329130,-6.8640707
7.0998975,2.4820567,-5.1765920,2.4166103,-0.5352713,3.0131267,-7.1371690
7.1998961,2.4175750,-5.2455983,2.3620385,-0.6317052,2.7661379,-6.8997718
7.2998946,2.3542210,-5.3059825,2.2997360,-0.8132280,2.5043132,-5.8610792
7.3998932,2.2653829,-5.3771667,2.1856066,-1.2038549,2.2581820,-4.2678060
7.4998917,2.1649597,-5.4365371,2.0118386,-1.8211237,2.0605429,-2.4776806
7.5998903,2.0740638,-5.4688950,1.8021049,-2.5390767,1.9365712,-1.1391227
7.6998888,1.9924488,-5.4786022,1.5686675,-3.0832983,1.8768289,0.0000000
7.7998874,1.9153090,-5.4688593,1.3177962,-3.4066843,1.8768289,0.0000000
