# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
7.0983951,0.7091705,-5.5622243,2.8119132,0.3576568,4.0000000,0.0000000
7.1983725,0.6813515,-5.6483008,2.8470772,0.4263201,4.0000000,0.0000000
7.2983499,0.6536279,-5.7485305,2.8988983,0.5697911,4.0000000,0.0000000
7.3983273,0.6326817,-5.8457113,2.9616217,0.6846962,4.0000000,0.0000000
7.4983047,0.6185576,-5.9421343,3.0315293,0.7372422,4.0000000,0.0000000
7.5982821,0.6113002,-6.0400902,3.1033237,0.7115356,4.0000000,0.0000000
7.6982595,0.6107509,-6.1338531,-3.1155510,0.6817553,4.0000000,0.0000000
7.7982369,0.6158485,-6.2235728,-3.0541571,0.6795829,4.0000000,0.0000000
7.8982143,0.6271173,-6.3176131,-2.9909593,0.6510852,4.0000000,0.0000000
7.9981917,0.6453767,-6.4164865,-2.9278024,0.6028258,4.0000000,0.0000000
8.0981691,0.6714463,-6.5207054,-2.8662445,0.5422656,4.0000000,0.0000000
8.1981465,0.7052161,-6.6280995,-2.8088630,0.4694715,4.0000000,0.0000000
8.2981239,0.7356599,-6.7111259,-2.7732923,0.3419404,4.0000000,0.0000000
8.3981012,0.7702963,-6.7972088,-2.7463184,0.2443331,4.0000000,0.0000000
8.4980786,0.8085025,-6.8861383,-2.7265383,0.1678111,4.0000000,0.0000000
8.5980560,0.8496556,-6.9777046,-2.7129098,0.1060973,4.0000000,0.0000000
8.6980334,0.8931327,-7.0716978,-2.7046694,0.0547039,4.0000000,0.0000000
8.7980108,0.9383108,-7.1679081,-2.7012711,0.0103663,4.0000000,0.0000000
8.8979882,0.9845672,-7.2661256,-2.7023411,-0.0293541,4.0000000,0.0000000
8.9979656,1.0305762,-7.3646388,-2.7078285,-0.0753127,4.0000000,-3.6645275
9.0979430,1.0755847,-7.4631085,-2.7188868,-0.1298396,3.9073342,-9.4166957
9.1979204,1.1189299,-7.5615832,-2.7361382,-0.1930094,3.6584623,-8.8291590
9.2978978,1.1594413,-7.6590370,-2.7605157,-0.2729034,3.4086528,-8.1940976
9.3978752,1.1959487,-7.7544437,-2.7935881,-0.3813352,3.1591874,-7.4365850
9.4978526,1.2272816,-7.8467774,-2.8378177,-0.5372842,2.9143583,-6.4289297
9.5978300,1.2522697,-7.9350119,-2.8969986,-0.7729022,2.6847698,-4.8703535
9.6978074,1.2697428,-8.0181211,-2.9769549,-1.1436458,2.4968257,-3.8014766
9.7977848,1.2802980,-8.1396896,-3.1396611,-1.4977167,2.3396613,-3.0770905
9.8977622,1.2706031,-8.2502932,2.9585116,-1.8364673,2.2042541,-2.6672666
9.9977396,1.2443151,-8.3428827,2.7662404,-2.1576563,2.0797604,-2.3844277
10.0977170,1.2063225,-8.4176163,2.5715669,-2.4984433,1.9617914,0.0000000
10.1976944,1.1530910,-8.4830410,2.3363480,-3.1179963,1.9617914,0.0000000
10.2976718,1.0766279,-8.5377680,2.0608413,-2.3067170,1.9617914,3.1223103
10.3976492,0.9868931,-8.5767293,1.9310674,-0.4376595,2.1149341,7.0000000
10.4976266,0.8923894,-8.6121188,1.9396487,0.2167806,2.4233510,7.0000000
10.5976040,0.8101976,-8.6442985,1.9438558,-0.0880322,2.6967227,7.0000000
10.6975814,0.7192230,-8.6790977,1.9254165,-0.2746823,2.9448255,7.0000000
