s_m,t_s,v_mps,beta_rad,omega_z_radps,n_m,xi_rad
41.8,7.637,4.01,-0.13064,1.57080,0.22954,0.26005
41.9,7.659,4.01,-0.12278,1.57080,0.24037,0.24002
42.0,7.681,4.01,-0.11469,1.57080,0.24996,0.21842
42.1,7.702,4.01,-0.10633,1.57080,0.25825,0.19541
42.2,7.724,4.00,-0.09765,1.57080,0.26519,0.17119
42.3,7.745,4.00,-0.08859,1.57080,0.27073,0.14599
42.4,7.766,4.00,-0.07911,1.57080,0.27487,0.12007
42.5,7.787,3.99,-0.06914,1.57080,0.27761,0.09370
42.6,7.808,3.98,-0.05862,1.57080,0.27900,0.06717
42.7,7.829,3.97,-0.04755,1.57080,0.27907,0.04075
42.8,7.850,3.96,-0.03602,1.57080,0.27789,0.01473
42.9,7.871,3.95,-0.02410,1.57080,0.27554,-0.01061
43.0,7.892,3.93,-0.01194,1.57080,0.27210,-0.03503
43.1,7.914,3.92,0.00016,1.57080,0.26765,-0.05835
43.2,7.935,3.91,0.01158,1.57080,0.26224,-0.08047
43.3,7.957,3.92,0.02135,1.57079,0.25587,-0.10133
43.4,7.980,3.94,0.02842,1.57079,0.24842,-0.12091
43.5,8.002,3.97,0.03241,1.57080,0.23972,-0.13917
43.6,8.024,4.00,0.03417,1.57080,0.22963,-0.15608
43.7,8.046,4.03,0.03452,1.57080,0.21807,-0.17159
43.8,8.068,4.07,0.03419,1.57080,0.20505,-0.18566
43.9,8.091,4.10,0.03354,1.57080,0.19060,-0.19828
44.0,8.113,4.14,0.03275,1.57080,0.17481,-0.20941
44.1,8.136,4.17,0.03190,1.57080,0.15779,-0.21908
44.2,8.159,4.20,0.03101,1.57080,0.13963,-0.22728
44.3,8.182,4.24,0.03012,1.57080,0.12046,-0.23403
44.4,8.205,4.27,0.02920,1.57080,0.10040,-0.23933
44.5,8.228,4.31,0.02827,1.57080,0.07958,-0.24320
44.6,8.251,4.34,0.02736,1.57079,0.05815,-0.24564
44.7,8.274,4.37,0.02645,1.57079,0.03625,-0.24665
44.8,8.297,4.40,0.02556,1.57079,0.01403,-0.24621
44.9,8.320,4.43,0.02470,1.57079,-0.00834,-0.24431
45.0,8.343,4.46,0.02385,1.57079,-0.03068,-0.24093
45.1,8.366,4.49,0.02295,1.56333,-0.05284,-0.23615
45.2,8.390,4.52,0.02202,1.54512,-0.07465,-0.23019
